No,Region,District,D/S Office,Date of Death,Cause of Death,Sex,Age,Age Category
29,Anuradhapura,Anuradhapura,Madawachchiya,2014-02-07,Electrocuted,Female,30,Subadults and adults
30,Eastern,Ampara,Lahugala,2014-02-08,Hakkapatas,Male,Unknown,Unknown
31,Eastern,Ampara,Lahugala,2014-02-10,Body destroyed,Unknown,Unknown,Unknown
32,Polonnaruwa,Trincomalee,Thambalagamuwa,2014-02-11,Other,Female,20-25,Subadults and adults
33,Polonnaruwa,Matale,Elahara,2014-02-14,Unknown,Unknown,Unknown,Unknown
34,Polonnaruwa,Matale,Elahara,2014-02-14,Unknown,Unknown,Unknown,Unknown
35,Eastern,Ampara,Uhana,2014-02-16,Injured,Male,15-20,Subadults and adults
36,Polonnaruwa,Trincomalee,Kanthale,2014-02-18,Hakkapatas,Female,20-30,Subadults and adults
37,Southern,Monaragala,Thanamalvila,2014-02-18,Gunshot,Female,20,Subadults and adults
38,Polonnaruwa,Trincomalee,Nagara ha Kadawath,2014-02-21,Garbage consumption,Male,30,Subadults and adults
39,Polonnaruwa,Polonnaruwa,Dimbulagala,2014-02-22,Unknown,Male,10,Juvenile
40,Southern,Hambantota,Sooriyawawa,2014-02-23,Body destroyed,Unknown,Unknown,Unknown
41,Eastern,Ampara,Addalachchena,2014-02-26,Electrocuted,Male,35,Subadults and adults
42,Polonnaruwa,Trincomalee,Serunuwara,2014-02-28,Unknown,Male,35,Subadults and adults
43,Polonnaruwa,Polonnaruwa,Dimbulagala,2014-02-28,Hakkapatas,Male,9-10,Juvenile
44,Polonnaruwa,Polonnaruwa,Lankapura,2014-03-01,Unknown,Female,15-18,Subadults and adults
45,Polonnaruwa,Ampara,Mahaoya,2014-03-03,Unknown,Female,15-18,Subadults and adults
46,Vavuniya,Mannar,Nananttan,2014-03-03,Hakkapatas,Male,2.5,Calf
47,Anuradhapura,Anuradhapura,Nochchiyagama,2014-03-05,Natural,Male,Unknown,Unknown
48,Uva,Hambantota,Thissamaharamaya,2014-03-08,Natural,Male,45,Subadults and adults
49,Anuradhapura,Anuradhapura,Palugaswewa,2014-03-09,Gunshot,Male,30,Subadults and adults
50,Vavuniya,Mannar,Manthei West,2014-03-10,Hakkapatas,Female,40,Subadults and adults
51,Vavuniya,Mannar,Nananttan,2014-03-10,Gunshot,Male,Unknown,Unknown
52,Anuradhapura,Puttalam,Wanathavilluwa,2014-03-11,Gunshot,Male,20,Subadults and adults
53,Polonnaruwa,Trincomalee,Morawewa,2014-03-12,Hakkapatas,Female,30-35,Subadults and adults
54,Southern,Monaragala,Thanamalvila,2014-03-13,Gunshot,Male,40-45,Subadults and adults
55,Vavuniya,Mannar,Musali,2014-03-16,Unknown,Male,20-25,Subadults and adults
56,Vavuniya,Mannar,Nananttan,2014-03-18,Gunshot,Male,Unknown,Unknown
57,Vavuniya,Vavuniya,Wavniya north,2014-03-19,Hakkapatas,Male,10-15,Unknown
58,North Western,Kurunegala,Galnawa,2014-03-20,Poisned,Female,30-35,Subadults and adults
59,Eastern,Ampara,Samanthurai,2014-03-23,Poisned,Male,25-30,Subadults and adults
60,Eastern,Badulla,Mahiyanganaya,2014-03-23,Gunshot,Male,30,Subadults and adults
61,Southern,Hambantota,Hambanthota,2014-03-25,Gunshot,Female,20,Subadults and adults
62,Polonnaruwa,Trincomalee,Kinniya,2014-03-25,Hakkapatas,Female,15-20,Subadults and adults
63,Eastern,Ampara,Mahaoya,2014-03-25,Injured,Female,3.5,Calf
64,Anuradhapura,Mannar,Musali,2014-03-26,Gunshot,Male,35,Subadults and adults
65,Polonnaruwa,Trincomalee,Kanthale,2014-03-27,Unknown,Male,3-4,Calf
66,Polonnaruwa,Trincomalee,Gomarankadawala,2014-03-27,Hakkapatas,Male,7-9,Juvenile
67,Polonnaruwa,Trincomalee,Gomarankadawala,2014-03-30,Hakkapatas,Male,4,Calf
68,Southern,Ratnapura,Embilipitiya,2014-03-31,Natural,Male,Unknown,Unknown
69,North Western,Puttalam,Karuwalagaswawa,2014-03-31,Gunshot,Male,25,Subadults and adults
70,Southern,Ratnapura,Embilipitiya,2014-03-31,Natural,Female,Unknown,Unknown
71,Polonnaruwa,Polonnaruwa,Dimbulagala,2014-04-02,Body destroyed,Unknown,30-35,Subadults and adults
72,Anuradhapura,Anuradhapura,Thalawa,2014-04-02,Gunshot,Male,30-35,Subadults and adults
73,Southern,Monaragala,Thanamalvila,2014-04-03,Gunshot,Female,30,Subadults and adults
74,Eastern,Batticaloa,Kiran,2014-04-05,Unknown,Male,20-30,Subadults and adults
75,Eastern,Ampara,Uhana,2014-04-07,Hakkapatas,Male,35-40,Subadults and adults
76,North Western,Puttalam,Karuwalagaswawa,2014-04-08,Gunshot,Male,25-30,Subadults and adults
77,Eastern,Ampara,Dehiattakandiya,2014-04-10,Gunshot,Male,45-48,Subadults and adults
78,Eastern,Ampara,Damana,2014-04-12,Hakkapatas,Female,4-5,Juvenile
79,Polonnaruwa,Trincomalee,Kinniya,2014-04-12,Hakkapatas,Male,8-10,Juvenile
80,Vavuniya,Mannar,Nananttan,2014-04-12,Hakkapatas,Male,4,Calf
81,North Western,Kurunegala,Galnawa,2014-04-15,Gunshot,Male,32,Subadults and adults
82,Polonnaruwa,Polonnaruwa,Welikanda,2014-04-17,Gunshot,Female,40,Subadults and adults
83,Polonnaruwa,Trincomalee,Kanthale,2014-04-23,Poisned,Male,30-35,Subadults and adults
84,Eastern,Badulla,Mahiyanganaya,2014-04-23,Gunshot,Male,45-50,Subadults and adults
85,Uva,Monaragala,siyabalanduwa,2014-04-23,Unknown,Male,3.5,Calf
86,Polonnaruwa,Trincomalee,Gomarankadawala,2014-04-26,Poisned,Male,35-40,Subadults and adults
87,Central,Nuwara Eliya,Hanguranketha,2014-04-30,Unknown,Male,4,Calf
88,Polonnaruwa,Trincomalee,Serunuwara,2014-05-02,Hakkapatas,Female,25-30,Subadults and adults
89,Kilinochchi,Mullaitivu,Thunukkai,2014-05-03,Hakkapatas,Female,9,Juvenile
90,Eastern,Batticaloa,Kiran,2014-05-05,Train Accident,Male,25-30,Subadults and adults
91,Eastern,Batticaloa,Kiran,2014-05-05,Train Accident,Male,18-20,Subadults and adults
92,Uva,Monaragala,Bibila,2014-05-06,Gunshot,Male,25,Subadults and adults
93,Kilinochchi,Mullaitivu,Oddusudan,2014-05-06,Train Accident,Male,25-30,Subadults and adults
94,Eastern,Ampara,Dehiattakandiya,2014-05-06,Unknown,Male,2 Months,Infant
95,Southern,Hambantota,Hambanthota,2014-05-06,Gunshot,Male,12-15,Subadults and adults
96,Eastern,Batticaloa,Wavnathiw,2014-05-07,Injured,Male,30-35,Subadults and adults
97,Central,Nuwara Eliya,Walapane,2014-05-07,Natural,Male,35,Subadults and adults
98,Polonnaruwa,Trincomalee,Gomarankadawala,2014-05-07,Hakkapatas,Male,4-6,Juvenile
99,Uva,Monaragala,Madulla,2014-05-08,Gunshot,Male,7,Juvenile
100,Polonnaruwa,Polonnaruwa,Madirigiriya,2014-05-09,Unknown,Unknown,6-8,Juvenile
101,Polonnaruwa,Trincomalee,Morawewa,2014-05-09,Body destroyed,Female,10-12,Juvenile
102,North Western,Puttalam,Nawagathegama,2014-05-10,Hakkapatas,Male,7.5,Juvenile
103,Polonnaruwa,Trincomalee,Serunuwara,2014-05-11,Unknown,Male,30-35,Subadults and adults
104,Uva,Monaragala,Madulla,2014-05-20,Natural,Male,6-7,Juvenile
105,Eastern,Ampara,Dehiattakandiya,2014-05-23,Unknown,Unknown,Unknown,Unknown
106,Anuradhapura,Anuradhapura,Kakirawa,2014-05-24,Accident,Male,50-55,Subadults and adults
107,Uva,Monaragala,Kataragama,2014-05-25,Unknown,Female,15,Subadults and adults
108,Eastern,Ampara,Dehiattakandiya,2014-05-26,Gunshot,Female,25-30,Subadults and adults
109,Eastern,Ampara,Dehiattakandiya,2014-05-26,Unknown,Unknown,Unknown,Unknown
110,Southern,Ratnapura,Embilipitiya,2014-05-31,Natural,Female,Unknown,Unknown
111,Kilinochchi,Mullaitivu,Pudukuduiruppu,2014-05-31,Accident,Male,35,Subadults and adults
112,Southern,Ratnapura,Embilipitiya,2014-05-31,Natural,Male,Unknown,Unknown
113,Polonnaruwa,Polonnaruwa,Dimbulagala,2014-06-01,Hakkapatas,Female,10,Juvenile
114,Polonnaruwa,Trincomalee,Gomarankadawala,2014-06-02,Hakkapatas,Female,5-7,Juvenile
115,Uva,Monaragala,Buttala,2014-06-04,Unknown,Unknown,20,Subadults and adults
116,Central,Badulla,Haldummulla,2014-06-05,Gunshot,Male,20,Subadults and adults
117,Eastern,Ampara,Uhana,2014-06-07,Hakkapatas,Female,12-15,Subadults and adults
118,Polonnaruwa,Trincomalee,Muthur,2014-06-07,Hakkapatas,Male,18-20,Subadults and adults
119,Polonnaruwa,Polonnaruwa,Dimbulagala,2014-06-07,Train Accident,Male,40,Subadults and adults
120,North Western,Kurunegala,Palagala,2014-06-09,Accident,Female,30,Subadults and adults
121,Eastern,Ampara,Uhana,2014-06-20,Electrocuted,Male,30-40,Subadults and adults
122,Central,Nuwara Eliya,Walapane,2014-06-30,Natural,Male,25,Subadults and adults
123,Anuradhapura,Anuradhapura,Ma: Nu gampalatha,2014-07-05,Gunshot,Male,25-30,Subadults and adults
124,Anuradhapura,Anuradhapura,Kakirawa,2014-07-05,Train Accident,Male,40-45,Subadults and adults
125,Southern,Ratnapura,Balangoda,2014-07-08,Unknown,Male,35-40,Subadults and adults
126,Anuradhapura,Mannar,Musali,2014-07-10,Unknown,Unknown,4.5,Juvenile
127,Southern,Monaragala,Thanamalvila,2014-07-12,Unknown,Male,20,Subadults and adults
128,Southern,Hambantota,Hambanthota,2014-07-17,Body destroyed,Unknown,5,Juvenile
129,Polonnaruwa,Matale,Vilgamuwa,2014-07-18,Gunshot,Male,15,Subadults and adults
130,Eastern,Batticaloa,Wakare,2014-07-21,Unknown,Male,15-20,Subadults and adults
131,Central,Nuwara Eliya,Walapane,2014-07-23,Unknown,Male,25,Subadults and adults
132,Uva,Monaragala,Monaragala,2014-07-25,Unknown,Male,30-35,Subadults and adults
133,Central,Badulla,Kandakatiya,2014-07-27,Natural,Male,35,Subadults and adults
134,North Western,Puttalam,Karuwalagaswawa,2014-07-29,Gunshot,Male,35,Subadults and adults
135,Southern,Monaragala,Thanamalvila,2014-07-30,Unknown,Female,20,Subadults and adults
136,Polonnaruwa,Polonnaruwa,Elahara,2014-07-30,Natural,Female,10,Juvenile
137,Southern,Ratnapura,Embilipitiya,2014-07-31,Natural,Male,Unknown,Unknown
138,Southern,Ratnapura,Embilipitiya,2014-07-31,Natural,Male,Unknown,Unknown
139,Polonnaruwa,Matale,Vilgamuwa,2014-07-31,Body destroyed,Female,4,Calf
140,Eastern,Ampara,Lahugala,2014-07-31,Unknown,Unknown,Unknown,Unknown
141,Eastern,Ampara,Lahugala,2014-08-01,Unknown,Male,3-4,Calf
142,Southern,Hambantota,Hambanthota,2014-08-03,Gunshot,Female,25-30,Subadults and adults
143,Southern,Hambantota,Hambanthota,2014-08-03,At born,Unknown,1,Calf
144,North Western,Kurunegala,Kotawehera,2014-08-07,Natural,Male,20,Subadults and adults
145,Eastern,Ampara,Lahugala,2014-08-07,Hakkapatas,Male,5,Juvenile
146,Polonnaruwa,Matale,Naula,2014-08-07,Natural,Male,1 Day,Infant
147,North Western,Kurunegala,Galgamuwa,2014-08-08,Gunshot,Female,20-25,Subadults and adults
148,Southern,Ratnapura,Weligepola,2014-08-10,Gunshot,Male,40-45,Subadults and adults
149,Polonnaruwa,Ampara,Mahaoya,2014-08-12,Unknown,Unknown,Unknown,Unknown
150,Polonnaruwa,Polonnaruwa,Dimbulagala,2014-08-12,Body destroyed,Male,35,Subadults and adults
151,Southern,Monaragala,Sevanagala,2014-08-14,Accident,Female,5 Months,Infant
152,Southern,Hambantota,Thissamaharamaya,2014-08-15,Body destroyed,Unknown,Unknown,Unknown
153,Central,Kandy,Ududumbara,2014-08-18,Unknown,Female,30-35,Subadults and adults
154,Polonnaruwa,Polonnaruwa,Lankapura,2014-08-18,Unknown,Female,14,Subadults and adults
155,Polonnaruwa,Polonnaruwa,Welikanda,2014-08-18,Other,Female,20,Subadults and adults
156,Polonnaruwa,Polonnaruwa,Thamankaduwa,2014-08-19,Unknown,Unknown,18,Subadults and adults
157,Southern,Hambantota,Hambanthota,2014-08-20,Other,Male,5-7,Juvenile
158,Polonnaruwa,Trincomalee,Morawewa,2014-08-20,Hakkapatas,Female,25-30,Subadults and adults
159,Uva,Monaragala,siyabalanduwa,2014-08-20,Gunshot,Female,8,Juvenile
160,Polonnaruwa,Matale,Vilgamuwa,2014-08-22,Unknown,Female,4,Calf
161,Anuradhapura,Anuradhapura,Kakirawa,2014-08-23,Train Accident,Female,25,Subadults and adults
162,Eastern,Ampara,Samanthurai,2014-08-25,Poisned,Male,30-35,Subadults and adults
163,Anuradhapura,Puttalam,Wanathavilluwa,2014-08-30,Gunshot,Male,50,Subadults and adults
164,Eastern,Ampara,Lahugala,2014-08-31,Body destroyed,Unknown,Unknown,Unknown
165,Kilinochchi,Mullaitivu,Unknown,2014-08-31,Gunshot,Male,1,Calf
166,Central,Badulla,Mahiyanganaya,2014-09-04,Electrocuted,Male,35-40,Subadults and adults
167,Southern,Monaragala,Thanamalvila,2014-09-08,Accident,Male,6,Juvenile
168,Uva,Monaragala,Unknown,2014-09-09,Gunshot,Female,30-35,Subadults and adults
169,Anuradhapura,Anuradhapura,Horowpothana,2014-09-09,Electrocuted,Male,20,Subadults and adults
170,Southern,Hambantota,Hambanthota,2014-09-11,Unknown,Female,35,Subadults and adults
171,Eastern,Ampara,Damana,2014-09-11,Septicemia,Male,40,Subadults and adults
172,Southern,Hambantota,Hambanthota,2014-09-11,Unknown,Male,1,Calf
173,Anuradhapura,Anuradhapura,Horowpothana,2014-09-15,Hakkapatas,Male,15,Subadults and adults
174,Eastern,Ampara,Unknown,2014-09-16,Unknown,Unknown,Unknown,Unknown
175,Anuradhapura,Anuradhapura,Thirappane,2014-09-20,Hakkapatas,Male,Unknown,Unknown
176,North Western,Kurunegala,Kakirawa,2014-09-20,Gunshot,Male,30,Subadults and adults
177,Eastern,Ampara,Chencalladi,2014-09-21,Poisned,Female,5,Juvenile
178,Anuradhapura,Anuradhapura,Mahavilachchiya,2014-09-21,Unknown,Male,30-35,Subadults and adults
179,Anuradhapura,Anuradhapura,Kakirawa,2014-09-22,Hakkapatas,Female,Unknown,Unknown
180,Anuradhapura,Anuradhapura,Horowpothana,2014-09-23,Unknown,Male,30,Subadults and adults
181,Eastern,Ampara,Dehiattakandiya,2014-09-23,Drowned,Male,4 Months,Infant
182,Polonnaruwa,Trincomalee,Muthur,2014-09-23,Gunshot,Male,30-35,Subadults and adults
183,Southern,Hambantota,Hambanthota,2014-09-27,Other,Female,35,Subadults and adults
184,Polonnaruwa,Polonnaruwa,Welikanda,2014-09-28,Unknown,Unknown,25-30,Subadults and adults
185,Polonnaruwa,Polonnaruwa,Welikanda,2014-09-28,Unknown,Unknown,7 Months,Infant
186,Anuradhapura,Anuradhapura,Kakirawa,2014-09-30,Gunshot,Male,45,Subadults and adults
187,Southern,Ratnapura,Embilipitiya,2014-09-30,Natural,Male,Unknown,Unknown
188,Polonnaruwa,Polonnaruwa,Dimbulagala,2014-09-30,Hakkapatas,Female,30,Subadults and adults
189,Vavuniya,Vavuniya,Wavniya north,2014-09-30,Electrocuted,Male,35,Subadults and adults
190,Southern,Ratnapura,Embilipitiya,2014-09-30,Natural,Female,Unknown,Unknown
191,Polonnaruwa,Polonnaruwa,Dimbulagala,2014-10-01,Hakkapatas,Male,35,Subadults and adults
192,Southern,Hambantota,Hambanthota,2014-10-02,Body destroyed,Unknown,6,Juvenile
193,Uva,Monaragala,Kataragama,2014-10-02,Poisned,Male,23,Subadults and adults
194,Eastern,Ampara,Dehiattakandiya,2014-10-03,Unknown,Unknown,10-15,Unknown
195,Eastern,Ampara,Uhana,2014-10-06,Hakkapatas,Male,3-4,Calf
196,Anuradhapura,Anuradhapura,Thalawa,2014-10-07,Accident,Male,20-25,Subadults and adults
197,Anuradhapura,Anuradhapura,Kakirawa,2014-10-13,Hakkapatas,Female,4,Calf
198,Eastern,Ampara,Damana,2014-10-15,Unknown,Female,10-15,Unknown
199,Southern,Ratnapura,Weligepola,2014-10-15,Unknown,Male,55-60,Subadults and adults
200,Anuradhapura,Anuradhapura,Mahavilachchiya,2014-10-20,Hakkapatas,Male,2,Calf
201,Anuradhapura,Anuradhapura,Mahavilachchiya,2014-10-20,Other,Male,2,Calf
202,Eastern,Batticaloa,Welikanda,2014-10-20,Hakkapatas,Male,15-20,Subadults and adults
203,Eastern,Batticaloa,Kiran,2014-10-20,Unknown,Female,11,Juvenile
204,Uva,Monaragala,Wallawaya,2014-10-23,Natural,Female,35,Subadults and adults
205,Anuradhapura,Anuradhapura,Kahatagasdigiliya,2014-10-28,Accident,Female,4 Months,Infant
206,Eastern,Batticaloa,Walachchena Central,2014-10-30,Injured,Female,15,Subadults and adults
207,Southern,Ratnapura,Embilipitiya,2014-10-31,Natural,Female,Unknown,Unknown
208,Vavuniya,Mannar,Musali,2014-11-03,Unknown,Male,8,Juvenile
209,Southern,Monaragala,Thanamalvila,2014-11-16,Gunshot,Female,18-20,Subadults and adults
210,Polonnaruwa,Polonnaruwa,Welikanda,2014-11-19,Electrocuted,Female,30,Subadults and adults
211,Southern,Monaragala,Thanamalvila,2014-11-20,Gunshot,Female,15-20,Subadults and adults
212,Eastern,Ampara,Uhana,2014-11-21,Gunshot,Male,30-35,Subadults and adults
213,Eastern,Batticaloa,Pattipola,2014-11-26,Unknown,Male,5,Juvenile
214,Vavuniya,Mannar,Madu,2014-11-28,Unknown,Unknown,17,Subadults and adults
215,Anuradhapura,Puttalam,Wanathavilluwa,2014-11-28,Unknown,Male,20-25,Subadults and adults
216,Eastern,Ampara,Uhana,2014-11-29,Electrocuted,Male,Unknown,Unknown
217,Eastern,Ampara,Eragama,2014-12-02,Gunshot,Male,8,Juvenile
218,Southern,Ratnapura,Weligepola,2014-12-05,Gunshot,Male,45-50,Subadults and adults
219,Anuradhapura,Anuradhapura,Horowpothana,2014-12-06,Hakkapatas,Male,5,Juvenile
220,North Western,Kurunegala,Ambanpola,2014-12-10,Train Accident,Male,3-4,Calf
221,Eastern,Ampara,Uhana,2014-12-12,Poisned,Male,40,Subadults and adults
222,Eastern,Ampara,Dehiattakandiya,2014-12-14,Gunshot,Male,15-20,Subadults and adults
223,Polonnaruwa,Matale,Vilgamuwa,2014-12-15,Body destroyed,Female,7,Juvenile
224,Anuradhapura,Anuradhapura,Horowpothana,2014-12-20,Hakkapatas,Male,10,Juvenile
225,Eastern,Ampara,Damana,2014-12-20,Poisned,Male,8-10,Juvenile
226,North Western,Kurunegala,Galgamuwa,2014-12-23,Other,Female,20-25,Subadults and adults
227,Kilinochchi,Mullaitivu,Thunukkai,2014-12-31,Unknown,Unknown,Unknown,Unknown
228,Polonnaruwa,Polonnaruwa,Hinguraggoda,2014-12-31,Natural,Female,20-25,Subadults and adults
229,Uva,Monaragala,Bibila,2014-12-31,Unknown,Female,20,Subadults and adults
230,Uva,Monaragala,Madulla,2014-12-31,Natural,Male,40-45,Subadults and adults
231,Uva,Monaragala,Bibila,2014-12-31,Unknown,Male,45,Subadults and adults
