No,Region,District,D/S Office,Date of Death,Cause of Death,Sex,Age,Age Category
38,Trincomalee,Trincomalee,Serunuwara,2015-02-27,Hakkapatas,Female,6-5,Juvenile
39,Eastern,Monaragala,Siyabalanduwa,2015-03-01,Hakkapatas,Male,5-8,Juvenile
40,Vavuniya,Vavuniya,Nedunkarny,2015-03-04,Gunshot,Male,30-35,Subadults and adults
41,Vavuniya,Vavuniya,Settikulam,2015-03-05,Gunshot,Male,35-40,Subadults and adults
42,Eastern,Ampara,Mahaoya,2015-03-05,Gunshot,Unknown,8-10,Juvenile
43,Polonnaruwa,Polonnaruwa,Thamankaduwa,2015-03-06,Gunshot,Male,25-30,Subadults and adults
44,Polonnaruwa,Polonnaruwa,Lankapura,2015-03-07,Hakkapatas,Male,15-20,Subadults and adults
45,Anuradhapura,Anuradhapura,Thirappane,2015-03-07,Gunshot,Male,35,Subadults and adults
46,Uva,Hambantota,Thissamaharama,2015-03-09,Unknown,Female,15,Subadults and adults
47,Eastern,Batticaloa,Chenkaladi,2015-03-11,Hakkapatas,Male,15-16,Subadults and adults
48,Eastern,Ampara,Mahaoya,2015-03-12,Unknown,Male,4,Calf
49,Eastern,Polonnaruwa,"Dimbulagala, Aralaganvila",2015-03-12,Injured,Male,10-15,Unknown
50,Eastern,Ampara,Mahaoya,2015-03-13,Unknown,Female,1-2,Calf
51,Polonnaruwa,Polonnaruwa,"Dimbulagala, Aralaganvila",2015-03-18,Electrocuted,Male,20-25,Subadults and adults
52,Eastern,Ampara,Damana,2015-03-18,Hakkapatas,Male,6,Juvenile
53,Polonnaruwa,Polonnaruwa,Lankapura,2015-03-20,Gunshot,Male,35-40,Subadults and adults
54,Polonnaruwa,Polonnaruwa,"Dimbulagala, Aralaganvila",2015-03-24,Hakkapatas,Female,8-10,Juvenile
55,Trincomalee,Trincomalee,Gomarankadawala,2015-03-26,Poisned,Female,7-8,Juvenile
56,Central,Badulla,Mahiyanganaya,2015-03-26,Unknown,Male,35-40,Subadults and adults
57,Vavuniya,Vavuniya,Kanagarayankulam,2015-03-29,Train Accident,Male,35-40,Subadults and adults
58,Polonnaruwa,Polonnaruwa,Welikanda,2015-04-01,Poisned,Male,25-30,Subadults and adults
59,Vavuniya,Vavuniya,Settikulam,2015-04-09,Train Accident,Female,30,Subadults and adults
60,Polonnaruwa,Polonnaruwa,Welikanda,2015-04-10,Poisned,Male,40-45,Subadults and adults
61,Polonnaruwa,Polonnaruwa,Hingurakgoda,2015-04-12,Train Accident,Female,30-35,Subadults and adults
62,Anuradhapura,Anuradhapura,Kekirawa,2015-04-13,Electrocuted,Female,25,Subadults and adults
63,Eastern,Batticaloa,Chenkaladi,2015-04-15,Unknown,Unknown,10-15,Unknown
64,Eastern,Batticaloa,Wawnathiu,2015-04-17,Hakkapatas,Male,10-15,Unknown
65,Anuradhapura,Anuradhapura,Thalawa,2015-04-19,Electrocuted,Male,22,Subadults and adults
66,Vavuniya,Anuradhapura,Padaviya,2015-04-20,Hakkapatas,Female,18-20,Subadults and adults
67,Eastern,Batticaloa,Wakare,2015-04-21,Hakkapatas,Male,30-35,Subadults and adults
68,North Western,Kurunegala,Giribawa,2015-04-21,Gunshot,Male,10-12,Juvenile
69,North Western,Puttalam,Wanathavilluwa,2015-04-21,Electrocuted,Male,25-30,Subadults and adults
70,Trincomalee,Trincomalee,Kuchchaweli ,2015-04-25,Unknown,Male,15-16,Subadults and adults
71,Vavuniya,Vavuniya,Settikulam,2015-04-27,Train Accident,Female,30,Subadults and adults
72,Vavuniya,Vavuniya,Settikulam,2015-04-27,Train Accident,Male,4,Calf
73,Trincomalee,Trincomalee,Morawewa,2015-04-28,Gunshot,Male,25-26,Subadults and adults
74,Eastern,Ampara,Damana,2015-05-02,Hakkapatas,Male,40-45,Subadults and adults
75,Polonnaruwa,Polonnaruwa,"Dimbulagala, Aralaganvila",2015-05-06,Gunshot,Male,25-30,Subadults and adults
76,Polonnaruwa,Polonnaruwa,Welikanda,2015-05-06,Hakkapatas,Female,5-10,Juvenile
77,Trincomalee,Trincomalee,Gomarankadawala,2015-05-07,Hakkapatas,Female,12-15,Subadults and adults
78,Central,Badulla,Mahiyanganaya,2015-05-07,Unknown,Male,35,Subadults and adults
79,Eastern,Ampara,Mahaoya,2015-05-12,Hakkapatas,Male,10-15,Unknown
80,Polonnaruwa,Polonnaruwa,Hingurakgoda,2015-05-13,Train Accident,Male,8-10,Juvenile
81,North Western,Kurunegala,Ahetuwewa,2015-05-15,Electrocuted,Male,15,Subadults and adults
82,Southern,Hambantota,Suriyawewa,2015-05-20,Electrocuted,Male,20,Subadults and adults
83,Kilinochchi,Mullaitivu,Welioya,2015-05-26,Hakkapatas,Female,6,Juvenile
84,Kilinochchi,Mullaitivu,Oddusudan,2015-05-26,Train Accident,Male,22-25,Subadults and adults
85,Eastern,Ampara,Thirukkovil,2015-05-27,Hakkapatas,Male,1-1.5,Calf
86,Eastern,Batticaloa,Wakare,2015-06-02,Injured,Male,35-40,Subadults and adults
87,Anuradhapura,Anuradhapura,Horowpothana,2015-06-03,Hakkapatas,Male,10-12,Juvenile
88,Vavuniya,Vavuniya,Settikulam,2015-06-05,Train Accident,Female,22,Subadults and adults
89,Uva,Monaragala,Siyabalanduwa,2015-06-05,Unknown,Male,13,Subadults and adults
90,Vavuniya,Mannar,Nanattan,2015-06-07,Injured,Male,15,Subadults and adults
91,Polonnaruwa,Matale,Naula,2015-06-08,Electrocuted,Male,35-40,Subadults and adults
92,Anuradhapura,Anuradhapura,Horowpothana,2015-06-13,Hakkapatas,Male,10,Juvenile
93,Southern,Monaragala,Thanamalvila,2015-06-15,Injured,Male,45,Subadults and adults
94,Eastern,Ampara,Lahugala,2015-06-17,Gunshot,Male,12-15,Subadults and adults
95,Anuradhapura,Anuradhapura,Mahavilachchiya,2015-06-17,Unknown,Unknown,11.5,Juvenile
96,Polonnaruwa,Polonnaruwa,Madirigiriya,2015-06-21,Unknown,Male,25,Subadults and adults
97,Uva,Monaragala,Thanamalvila,2015-06-23,Unknown,Unknown,Unknown,Unknown
98,Uva,Monaragala,Katharagama,2015-06-25,Unknown,Male,20,Subadults and adults
99,Eastern,Ampara,Lahugala,2015-06-25,Hakkapatas,Male,8-12,Juvenile
100,Polonnaruwa,Polonnaruwa,Hingurakgoda,2015-06-26,Gunshot,Male,35-40,Subadults and adults
101,Southern,Monaragala,Sewanagala,2015-07-02,Gunshot,Male,Unknown,Unknown
102,Vavuniya,Vavuniya,Nedunkarny,2015-07-03,Gunshot,Male,20,Subadults and adults
103,Uva,Monaragala,Baththala,2015-07-10,Unknown,Male,20-25,Subadults and adults
104,North Western,Anuradhapura,Kekirawa,2015-07-18,Injured,Male,38,Subadults and adults
105,Anuradhapura,Anuradhapura,Horowpothana,2015-07-23,Hakkapatas,Male,6,Juvenile
106,Polonnaruwa,Polonnaruwa,Thamankaduwa,2015-07-28,Poisned,Male,40-45,Subadults and adults
107,Southern,Monaragala,Thanamalvila,2015-07-30,Gunshot,Male,Unknown,Unknown
108,Trincomalee,Trincomalee,Unknown,2015-07-31,Unknown,Unknown,Unknown,Unknown
109,Trincomalee,Trincomalee,Unknown,2015-07-31,Unknown,Unknown,Unknown,Unknown
110,Uva,Monaragala,Katharagama,2015-07-31,Unknown,Unknown,10-12,Juvenile
111,Anuradhapura,Puttalam,Wanathavilluwa,2015-08-01,Natural,Male,1 Month,Infant
112,Anuradhapura,Anuradhapura,Horowpothana,2015-08-01,Hakkapatas,Male,8,Juvenile
113,Eastern,Ampara,Alayadiwembu,2015-08-03,Gunshot,Male,10-12,Juvenile
114,Polonnaruwa,Polonnaruwa,"Dimbulagala, Aralaganvila",2015-08-05,Hakkapatas,Female,5-7,Juvenile
115,Eastern,Ampara,Mahaoya,2015-08-09,Unknown,Female,15-18,Subadults and adults
116,Anuradhapura,Anuradhapura,Horowpothana,2015-08-10,Hakkapatas,Male,5,Juvenile
117,Anuradhapura,Anuradhapura,Kekirawa,2015-08-11,Hakkapatas,Male,8,Juvenile
118,Polonnaruwa,Polonnaruwa,Welikanda,2015-08-11,Gunshot,Female,20-25,Subadults and adults
119,Anuradhapura,Anuradhapura,Horowpothana,2015-08-13,Hakkapatas,Male,5,Juvenile
120,Eastern,Ampara,Uhana,2015-08-13,Septicemia,Male,45,Subadults and adults
121,Uva,Monaragala,Katharagama,2015-08-14,Natural,Female,15-16,Subadults and adults
122,Anuradhapura,Anuradhapura,Kebithigollewa,2015-08-17,Hakkapatas,Male,7-8,Juvenile
123,Anuradhapura,Anuradhapura,Horowpothana,2015-08-18,Hakkapatas,Male,20,Subadults and adults
124,North Western,Kurunegala,Ahetuwewa,2015-08-20,Poisned,Male,4-5,Juvenile
125,Eastern,Batticaloa,Wellawali,2015-08-21,Electrocuted,Male,40-42,Subadults and adults
126,Polonnaruwa,Matale,Dambulla,2015-08-22,Gunshot,Male,35-40,Subadults and adults
127,Polonnaruwa,Polonnaruwa,Elahara,2015-08-23,Gunshot,Male,5-6,Juvenile
128,Eastern,Batticaloa,Pattipola,2015-08-28,Unknown,Male,30,Subadults and adults
129,North Western,Kurunegala,Mahawa,2015-08-29,Gunshot,Male,25-30,Subadults and adults
130,Trincomalee,Trincomalee,Unknown,2015-08-31,Unknown,Unknown,Unknown,Unknown
131,Trincomalee,Trincomalee,Unknown,2015-08-31,Unknown,Unknown,Unknown,Unknown
132,Polonnaruwa,Polonnaruwa,Hingurakgoda,2015-09-06,Accident,Male,10-15,Unknown
133,Eastern,Badulla,Mahiyanganaya,2015-09-08,Unknown,Male,Unknown,Unknown
134,Eastern,Badulla,Mahiyanganaya,2015-09-08,Unknown,Male,Unknown,Unknown
135,North Western,Kurunegala,Polpithigama,2015-09-09,Gunshot,Male,40,Subadults and adults
136,Anuradhapura,Anuradhapura,Thirappane,2015-09-10,Hakkapatas,Male,45,Subadults and adults
137,North Western,Kurunegala,Galgamuwa,2015-09-14,Poisned,Female,10-12,Juvenile
138,Eastern,Ampara,Pothuvil,2015-09-16,Gunshot,Male,25-30,Subadults and adults
139,Kilinochchi,Mullaitivu,Oddusudan,2015-09-17,Train Accident,Male,40,Subadults and adults
140,Anuradhapura,Anuradhapura,Kebithigollewa,2015-09-18,Attack by an elephant,Male,40,Subadults and adults
141,Anuradhapura,Anuradhapura,Kebithigollewa,2015-09-19,Unknown,Male,45,Subadults and adults
142,Anuradhapura,Anuradhapura,Kahatagasdigiliya,2015-09-19,Hakkapatas,Unknown,Unknown,Unknown
143,Eastern,Ampara,Mahaoya,2015-09-21,Gunshot,Female,30,Subadults and adults
144,Eastern,Ampara,Lahugala,2015-09-23,Attack by an elephant,Male,15-20,Subadults and adults
145,North Western,Anuradhapura,Kekirawa,2015-09-25,Hakkapatas,Male,2,Calf
146,Eastern,Batticaloa,Chenkaladi,2015-09-28,Unknown,Male,30-35,Subadults and adults
147,Trincomalee,Trincomalee,Unknown,2015-09-30,Unknown,Unknown,Unknown,Unknown
148,Anuradhapura,Puttalam,Wanathavilluwa,2015-10-01,Train Accident,Female,15-20,Subadults and adults
149,Uva,Monaragala,Madulla,2015-10-03,Unknown,Unknown,Unknown,Unknown
150,Southern,Hambantota,Thissamaharama,2015-10-06,Electrocuted,Female,15,Subadults and adults
151,Polonnaruwa,Polonnaruwa,Dimbulagala,2015-10-06,Hakkapatas,Male,6-7,Juvenile
152,Trincomalee,Trincomalee,Kanthale,2015-10-08,Injured,Male,40,Subadults and adults
153,Trincomalee,Trincomalee,Serunuwara,2015-10-09,Poisned,Female,Unknown,Unknown
154,Trincomalee,Trincomalee,Serunuwara,2015-10-10,Electrocuted,Male,35,Subadults and adults
155,Southern,Hambantota,Hambanthota,2015-10-13,Natural,Female,20,Subadults and adults
156,Central,Badulla,Mahiyanganaya,2015-10-13,Natural,Female,1,Calf
157,North Western,Kurunegala,Galgamuwa,2015-10-16,Train Accident,Female,15-20,Subadults and adults
158,Eastern,Ampara,"Uhana, damana",2015-10-19,Gunshot,Male,Unknown,Unknown
159,Anuradhapura,Anuradhapura,Horowpothana,2015-10-20,Hakkapatas,Male,5,Juvenile
160,Uva,Ampara,damana,2015-10-22,Gunshot,Male,30-35,Subadults and adults
161,Eastern,Ampara,Lahugala,2015-10-24,Unknown,Male,25-30,Subadults and adults
162,Polonnaruwa,Polonnaruwa,Dambulla,2015-10-24,Hakkapatas,Male,7-8,Juvenile
163,Eastern,Ampara,Thirukkovil,2015-10-25,Hakkapatas,Male,6-7,Juvenile
164,Eastern,Ampara,Lahugala,2015-10-26,Gunshot,Female,25-30,Subadults and adults
165,Anuradhapura,Anuradhapura,Thirappane,2015-10-28,Gunshot,Male,52-56,Subadults and adults
166,Eastern,Ampara,Mahaoya,2015-10-29,Accident,Female,25-35,Subadults and adults
167,Polonnaruwa,Polonnaruwa,Thamankaduwa,2015-11-01,Electrocuted,Male,20-25,Subadults and adults
168,Polonnaruwa,Polonnaruwa,"Dimbulagala, Aralaganvila",2015-11-05,Natural,Male,15,Subadults and adults
169,Uva,Monaragala,Wellawaya,2015-11-07,Natural,Female,6,Juvenile
170,Southern,Monaragala,Thanamalvila,2015-11-11,Gunshot,Male,45,Subadults and adults
171,Kilinochchi,Mullaitivu,Oddusudan,2015-11-12,Hakkapatas,Male,25,Subadults and adults
172,Anuradhapura,Anuradhapura,Thirappane,2015-11-13,Electrocuted,Male,35,Subadults and adults
173,Eastern,Ampara,Lahugala,2015-11-15,Hakkapatas,Female,20-25,Subadults and adults
174,North Western,Puttalam,Karuwalagaswewa,2015-11-16,Electrocuted,Male,Unknown,Unknown
175,North Western,Puttalam,Karuwalagaswewa,2015-11-16,Electrocuted,Male,Unknown,Unknown
176,Anuradhapura,Anuradhapura,M.Nu.P,2015-11-16,Natural,Female,20,Subadults and adults
177,Vavuniya,Mannar,Silawathura,2015-11-17,Hakkapatas,Male,5,Juvenile
178,Uva,Monaragala,Bibila,2015-11-19,Natural,Male,1-1.5,Calf
179,Anuradhapura,Anuradhapura,Ipalogama,2015-11-20,Gunshot,Female,35-40,Subadults and adults
180,Polonnaruwa,Matale,Mathale,2015-11-21,Hakkapatas,Male,25-30,Subadults and adults
181,Eastern,Ampara,Mahaoya,2015-11-26,Hakkapatas,Male,25-30,Subadults and adults
182,Eastern,Ampara,Lahugala,2015-11-27,Unknown,Male,18-20,Subadults and adults
183,Southern,Monaragala,Sewanagala,2015-11-28,Unknown,Male,15-20,Subadults and adults
184,Eastern,Batticaloa,Wellawali,2015-11-30,Electrocuted,Male,30-35,Subadults and adults
185,Eastern,Ampara,Addalachchena,2015-11-30,Unknown,Male,20-30,Subadults and adults
186,Eastern,Ampara,Thirukkovil,2015-12-01,Hakkapatas,Female,5-7,Juvenile
187,Southern,Monaragala,Sewanagala,2015-12-04,Unknown,Male,15-20,Subadults and adults
188,Polonnaruwa,Polonnaruwa,Hingurakgoda,2015-12-09,Gunshot,Female,6,Juvenile
189,Southern,Monaragala,Thanamalvila,2015-12-10,Gunshot,Male,35-40,Subadults and adults
190,Polonnaruwa,Polonnaruwa,Hingurakgoda,2015-12-10,Natural,Male,40-45,Subadults and adults
191,Polonnaruwa,Matale,Dambulla,2015-12-15,Hakkapatas,Male,20-25,Subadults and adults
192,Anuradhapura,Anuradhapura,Mihinthale,2015-12-22,Gunshot,Male,8,Juvenile
193,Anuradhapura,Anuradhapura,Thirappane,2015-12-22,Electrocuted,Male,25,Subadults and adults
194,Eastern,Batticaloa,Kiran,2015-12-29,Train Accident,Male,3,Calf
195,Southern,Monaragala,Sewanagala,2015-12-29,Unknown,Male,30-35,Subadults and adults
196,Trincomalee,Trincomalee,Unknown,2015-12-31,Unknown,Unknown,Unknown,Unknown
197,Trincomalee,Trincomalee,Unknown,2015-12-31,Unknown,Unknown,Unknown,Unknown
198,Trincomalee,Trincomalee,Unknown,2015-12-31,Unknown,Unknown,Unknown,Unknown
199,Anuradhapura,Anuradhapura,Horowpothana,2015-12-31,Unknown,Unknown,Unknown,Unknown
200,Trincomalee,Trincomalee,Unknown,2015-12-31,Unknown,Unknown,Unknown,Unknown
