No,Region,District,D/S Office,Date of Death,Cause of Death,Sex,Age,Age Category
39,Mahaweli,Trincomalee,Serunuwara,2011-02-10,Unknown,Unknown,30,Subadults and adults
40,YalaBundala,Hambantota,Lunugamwehera,2011-02-12,Poisned,Male,15-20,Subadults and adults
41,Eastern,Ampara,Ampara,2011-02-12,Accident,Male,15-18,Subadults and adults
42,Mahaweli,Polonnaruwa,Hinguraggoda,2011-02-12,Accident,Male,20-25,Subadults and adults
43,Mahaweli,Trincomalee,Muthur,2011-02-12,Other,Female,4.5,Juvenile
44,Eastern,Batticaloa,Chencalladi,2011-02-13,Gunshot,Male,25-30,Subadults and adults
45,Mahaweli,Polonnaruwa,Welikanda,2011-02-15,Gunshot,Female,20-25,Subadults and adults
46,Southern,Monaragala,Thanamalvila,2011-02-16,Electrocuted,Male,25-30,Subadults and adults
47,Eastern,Ampara,Samanthurei,2011-02-18,Gunshot,Male,45-50,Subadults and adults
48,Mahaweli,Polonnaruwa,Welikanda,2011-02-19,Gunshot,Female,13,Subadults and adults
49,North Western,Puttalam,Wanathawilluwa,2011-02-20,Accident,Male,25-30,Subadults and adults
50,North Western,Puttalam,Nawagaththegama,2011-02-20,Gunshot,Female,20,Subadults and adults
51,Southern,Monaragala,Thanamalvila,2011-02-20,Unknown,Male,35,Subadults and adults
52,North Western,Anuradhapura,Eluwankulama,2011-02-20,Unknown,Male,30-25,Subadults and adults
53,Southern,Monaragala,Thanamalvila,2011-02-21,Gunshot,Male,7,Juvenile
54,Southern,Monaragala,Wellawaya,2011-02-21,Gunshot,Male,35-40,Subadults and adults
55,Eastern,Ampara,Ampara,2011-02-22,Gunshot,Female,40-45,Subadults and adults
56,Mahaweli,Trincomalee,Serunuwara,2011-02-25,Unknown,Unknown,5,Juvenile
57,Mahaweli,Polonnaruwa,Welikanda,2011-02-27,Other,Female,4,Calf
58,North Western,Puttalam,Nawagaththegama,2011-02-28,Gunshot,Female,25,Subadults and adults
59,Mahaweli,Trincomalee,Werugal,2011-03-04,Other,Male,3.5,Calf
60,Southern,Monaragala,Thanamalvila,2011-03-05,Electrocuted,Male,30,Subadults and adults
61,Mahaweli,Polonnaruwa,Dimbulagala,2011-03-06,Unknown,Male,35,Subadults and adults
62,North Western,Puttalam,Karuwalagaswewa,2011-03-07,Gunshot,Male,15-20,Subadults and adults
63,Southern,Monaragala,Wellawaya,2011-03-10,Gunshot,Male,10,Juvenile
64,Mahaweli,Polonnaruwa,Thamankaduwa,2011-03-10,Hakkapatas,Female,6,Juvenile
65,Eastern,Batticaloa,Wakare,2011-03-11,Unknown,Male,20-25,Subadults and adults
66,Mahaweli,Trincomalee,Nagara ha Kadawath,2011-03-11,Train Accident,Female,10,Juvenile
67,Mahaweli,Polonnaruwa,Hinguraggoda,2011-03-13,Gunshot,Male,30,Subadults and adults
68,Mahaweli,Polonnaruwa,Thamankaduwa,2011-03-19,Gunshot,Male,35-40,Subadults and adults
69,Eastern,Batticaloa,Manampitiya,2011-03-20,Gunshot,Male,25-30,Subadults and adults
70,Mahaweli,Polonnaruwa,Madirigiriya,2011-03-22,Gunshot,Male,10,Juvenile
71,Central,Badulla,Ridimaliyadda,2011-03-23,Accident,Male,35,Subadults and adults
72,Mahaweli,Polonnaruwa,Welikanda,2011-03-23,Hakkapatas,Male,25-30,Subadults and adults
73,Mahaweli,Trincomalee,Kanthale,2011-03-23,Gunshot,Female,30,Subadults and adults
74,Eastern,Monaragala,Siyamanduwa,2011-03-24,Natural,Male,6 Months,Infant
75,North Western,Anuradhapura,Nachchaduwa,2011-03-28,Gunshot,Male,30,Subadults and adults
76,North Western,Anuradhapura,Kakirawa,2011-03-28,Other,Male,25-30,Subadults and adults
77,Mahaweli,Polonnaruwa,Dimbulagala,2011-03-29,Other,Male,17,Subadults and adults
78,Mahaweli,Polonnaruwa,Dimbulagala,2011-03-31,Electrocuted,Male,45,Subadults and adults
79,North Western,Anuradhapura,Kahatagasdigiliya,2011-03-31,Gunshot,Male,35,Subadults and adults
80,Eastern,Ampara,Uhana,2011-04-03,Electrocuted,Male,25-30,Subadults and adults
81,Mahaweli,Trincomalee,Nagara ha Kadawath,2011-04-05,Hakkapatas,Male,15-20,Subadults and adults
82,Eastern,Ampara,Pothuvil,2011-04-08,Electrocuted,Male,4.5 Months,Infant
83,YalaBundala,Hambantota,Thissamaharama,2011-04-09,Unknown,Unknown,Unknown,Unknown
84,Southern,Ratnapura,Weligepola,2011-04-10,Unknown,Male,40-45,Subadults and adults
85,Mahaweli,Polonnaruwa,Madirigiriya,2011-04-10,Unknown,Female,2,Calf
86,Mahaweli,Trincomalee,Morawewa,2011-04-10,Unknown,Male,15-18,Subadults and adults
87,Mahaweli,Trincomalee,Kinnya,2011-04-12,Unknown,Female,6-8,Juvenile
88,Mahaweli,Polonnaruwa,Lankapura,2011-04-13,Unknown,Unknown,15,Subadults and adults
89,Mahaweli,Polonnaruwa,Hinguraggoda,2011-04-13,Train Accident,Female,30-35,Subadults and adults
90,Southern,Hambantota,Hambanthaota,2011-04-13,Poisned,Female,20-25,Subadults and adults
91,Mahaweli,Polonnaruwa,Hinguraggoda,2011-04-13,Train Accident,Male,3,Calf
92,Southern,Hambantota,Hambanthaota,2011-04-14,Unknown,Male,Unknown,Unknown
93,North Western,Anuradhapura,Kakirawa,2011-04-15,Accident,Female,1.5,Calf
94,North Western,Mannar,Musali,2011-04-16,Land mine,Male,25,Subadults and adults
95,Eastern,Ampara,Wallachchena,2011-04-17,Unknown,Female,35-40,Subadults and adults
96,Eastern,Batticaloa,Wallachchena,2011-04-19,Poisned,Male,20-25,Subadults and adults
97,Mahaweli,Batticaloa,Korelepattu North,2011-04-20,Hakkapatas,Male,22-23,Subadults and adults
98,Mahaweli,Trincomalee,Morawewa,2011-04-20,Unknown,Male,25-30,Subadults and adults
99,North Western,Anuradhapura,Palagala,2011-04-21,Gunshot,Male,25,Subadults and adults
100,Mahaweli,Trincomalee,Kanthale,2011-04-21,Hakkapatas,Male,25-30,Subadults and adults
101,Eastern,Ampara,Lahugala,2011-04-23,Hakkapatas,Male,35-40,Subadults and adults
102,Central,Badulla,Kandakatiya,2011-04-24,Gunshot,Male,20,Subadults and adults
103,Mahaweli,Matale,Naula,2011-04-25,Accident,Male,30-35,Subadults and adults
104,North Western,Anuradhapura,Horowpothana,2011-04-29,Unknown,Female,4.5,Juvenile
105,Southern,Ratnapura,Embilipitiya,2011-04-30,Unknown,Calf,4,Calf
106,North Western,Anuradhapura,Palagala,2011-04-30,Poisned,Female,40-44,Subadults and adults
107,Mahaweli,Trincomalee,Morawewa,2011-05-01,Hakkapatas,Male,12-15,Subadults and adults
108,YalaBundala,Monaragala,Kataragama,2011-05-02,Unknown,Male,15-16,Subadults and adults
109,Central,Kandy,Udadumbara,2011-05-03,Hakkapatas,Female,6,Juvenile
110,North Western,Anuradhapura,Thalawa,2011-05-04,Electrocuted,Male,42,Subadults and adults
111,North Western,Anuradhapura,Nochchiyagama,2011-05-05,Accident,Male,16-20,Subadults and adults
112,Southern,Monaragala,Buththlala,2011-05-05,Electrocuted,Male,3.5,Calf
113,North Western,Anuradhapura,Thalawa,2011-05-07,Gunshot,Male,35,Subadults and adults
114,Mahaweli,Matale,Dabulla,2011-05-09,Body destroyed,Male,15-20,Subadults and adults
115,Mahaweli,Trincomalee,Gomarankadawela,2011-05-13,Hakkapatas,Female,15-20,Subadults and adults
116,Mahaweli,Trincomalee,Kanthale,2011-05-13,Gunshot,Female,20-25,Subadults and adults
117,Mahaweli,Trincomalee,Kanthale,2011-05-18,Hakkapatas,Male,4-5,Juvenile
118,Eastern,Batticaloa,Chencalladi,2011-05-18,Gunshot,Male,10-15,Unknown
119,Mahaweli,Trincomalee,Morawewa,2011-05-21,Hakkapatas,Female,25-30,Subadults and adults
120,North Western,Puttalam,Puttalama,2011-05-26,Poisned,Male,40,Subadults and adults
121,Mahaweli,Trincomalee,Morawewa,2011-05-28,Unknown,Unknown,7-8,Juvenile
122,Mahaweli,Trincomalee,Morawewa,2011-05-30,Hakkapatas,Female,20-25,Subadults and adults
123,Southern,Ratnapura,Embilipitiya,2011-05-31,Unknown,Unknown,Unknown,Unknown
124,Southern,Ratnapura,Embilipitiya,2011-05-31,Unknown,Unknown,Unknown,Unknown
125,Southern,Ratnapura,Embilipitiya,2011-05-31,Unknown,Calf,4,Calf
126,North Western,Kurunegala,Galgamuwa,2011-06-01,Electrocuted,Male,35,Subadults and adults
127,Mahaweli,Polonnaruwa,Thamankaduwa,2011-06-09,Unknown,Male,18-20,Subadults and adults
128,Eastern,Batticaloa,Chencalladi,2011-06-10,Hakkapatas,Male,15-20,Subadults and adults
129,Mahaweli,Polonnaruwa,Welikanda,2011-06-11,Body destroyed,Female,16-17,Subadults and adults
130,North Western,Puttalam,Puttalama,2011-06-14,Body destroyed,Male,30,Subadults and adults
131,North Western,Kurunegala,Ambanpola,2011-06-17,Train Accident,Female,18,Subadults and adults
132,North Western,Kurunegala,Do,2011-06-17,Train Accident,Female,20,Subadults and adults
133,North Western,Kurunegala,Do,2011-06-17,Train Accident,Female,2-3,Calf
134,Eastern,Ampara,Mahaoya,2011-06-20,Gunshot,Male,40-45,Subadults and adults
135,Mahaweli,Ampara,Mahaoya,2011-06-22,Natural,Male,25,Subadults and adults
136,North Western,Anuradhapura,Thirappane,2011-06-23,Gunshot,Female,23-30,Subadults and adults
137,YalaBundala,Hambantota,Thissamaharama,2011-06-24,Other,Female,12-14,Subadults and adults
138,North Western,Kurunegala,Ahatuwewa,2011-06-25,Gunshot,Female,6,Juvenile
139,North Western,Kurunegala,Giribawa,2011-06-29,Gunshot,Female,30,Subadults and adults
140,Mahaweli,Matale,Wilgamuwa,2011-06-29,Unknown,Male,35-40,Subadults and adults
141,North Western,Vavuniya,Wavniya North,2011-07-01,Gunshot,Male,25,Subadults and adults
142,Mahaweli,Matale,Vilgamuwa,2011-07-03,Gunshot,Male,25-30,Subadults and adults
143,North Western,Anuradhapura,Madawachchiya,2011-07-05,Gunshot,Male,22,Subadults and adults
144,Mahaweli,Badulla,Mahiyanganaya,2011-07-06,Gunshot,Male,30-35,Subadults and adults
145,Mahaweli,Polonnaruwa,Hinguraggoda,2011-07-08,Unknown,Unknown,20-25,Subadults and adults
146,North Western,Puttalam,Karuwalagaswewa,2011-07-08,Accident,Male,35,Subadults and adults
147,Mahaweli,Polonnaruwa,Thamankaduwa,2011-07-09,Other,Male,10-12,Juvenile
148,Mahaweli,Polonnaruwa,Elahera,2011-07-10,Unknown,Male,30-35,Subadults and adults
149,Mahaweli,Polonnaruwa,Thamankaduwa,2011-07-10,Unknown,Male,10-12,Juvenile
150,Mahaweli,Badulla,Mahiyanganaya,2011-07-13,Gunshot,Male,30-35,Subadults and adults
151,Mahaweli,Trincomalee,Kanthale,2011-07-14,Hakkapatas,Male,7-8,Juvenile
152,North Western,Kurunegala,Kotawehera,2011-07-14,Poisned,Female,25,Subadults and adults
153,YalaBundala,Hambantota,Thissamaharama,2011-07-16,Gunshot,Male,8,Juvenile
154,Mahaweli,Polonnaruwa,Madirigiriya,2011-07-17,Broken the Spinal,Male,25-30,Subadults and adults
155,North Western,Kurunegala,Kotawehera,2011-07-20,Poisned,Male,40,Subadults and adults
156,Eastern,Ampara,Mahaoya,2011-07-21,Gunshot,Male,15-20,Subadults and adults
157,Mahaweli,Polonnaruwa,Palugaswewa,2011-07-23,Unknown,Male,40-45,Subadults and adults
158,North Western,Kurunegala,Ehatuwewa,2011-07-23,Unknown,Female,30,Subadults and adults
159,Mahaweli,Trincomalee,Kuchchaweli,2011-07-24,Unknown,Unknown,20-25,Subadults and adults
160,Mahaweli,Polonnaruwa,Madirigiriya,2011-07-27,Unknown,Male,25-30,Subadults and adults
161,Southern,Badulla,Haldummulla,2011-07-28,Body destroyed,Unknown,25-30,Subadults and adults
162,Mahaweli,Badulla,Mahiyanganaya,2011-07-29,Hakkapatas,Male,20-25,Subadults and adults
163,Mahaweli,Polonnaruwa,Madirigiriya,2011-07-29,Hakkapatas,Male,20-25,Subadults and adults
164,North Western,Kurunegala,Galgamuwa,2011-07-30,Unknown,Female,25,Subadults and adults
165,North Western,Puttalam,Karuwalagaswewa,2011-08-03,Poisned,Female,25-30,Subadults and adults
166,Southern,Monaragala,Thanamalvila,2011-08-04,Gunshot,Male,25,Subadults and adults
167,North Western,Kurunegala,Ambanpola,2011-08-06,Poisned,Female,25,Subadults and adults
168,Southern,Hambantota,Lunugamwehera,2011-08-08,Unknown,Male,12,Juvenile
169,Mahaweli,Polonnaruwa,Dimbulagala,2011-08-12,Train Accident,Male,8-10,Juvenile
170,North Western,Anuradhapura,Horowpothana,2011-08-15,Unknown,Unknown,Unknown,Unknown
171,Eastern,Ampara,Mahaoya,2011-08-15,Poisned,Female,25-30,Subadults and adults
172,Eastern,Ampara,Damana,2011-08-20,Gunshot,Male,15-20,Subadults and adults
173,Eastern,Ampara,Damana,2011-08-20,Gunshot,Male,15-20,Subadults and adults
174,North Western,Anuradhapura,Palugaswewa,2011-08-22,Gunshot,Male,35-40,Subadults and adults
175,Eastern,Ampara,Samanthurei,2011-08-23,Poisned,Male,4-5,Juvenile
176,Eastern,Monaragala,Madulla,2011-08-23,Gunshot,Male,30-35,Subadults and adults
177,North Western,Vavuniya,Unknown,2011-08-23,Hakkapatas,Female,5-6,Juvenile
178,Mahaweli,Trincomalee,Morawewa,2011-08-24,Hakkapatas,Female,25-30,Subadults and adults
179,North Western,Anuradhapura,Horowpothana,2011-08-24,Unknown,Unknown,1,Calf
180,North Western,Anuradhapura,Kahatagasdigiliya,2011-08-25,Unknown,Male,3,Calf
181,North Western,Puttalam,Nawagaththegama,2011-08-26,Unknown,Female,25,Subadults and adults
182,Southern,Hambantota,Lunugamwehera,2011-08-27,Unknown,Female,8,Juvenile
183,Mahaweli,Trincomalee,Kanthale,2011-08-28,Unknown,Male,20-25,Subadults and adults
184,YalaBundala,Monaragala,Buththlala,2011-08-29,Natural,Male,1 Week,Infant
185,Eastern,Ampara,Uhana,2011-08-29,Other,Female,25-30,Subadults and adults
186,Southern,Ratnapura,Embilipitiya,2011-08-31,Unknown,Calf,4,Calf
187,Mahaweli,Trincomalee,Morawewa,2011-09-01,Hakkapatas,Male,10-15,Unknown
188,North Western,Vavuniya,Sampathnuwara,2011-09-02,Unknown,Female,Unknown,Unknown
189,Southern,Hambantota,Hambanthaota,2011-09-03,Electrocuted,Male,35,Subadults and adults
190,North Western,Anuradhapura,Horowpothana,2011-09-05,Injured,Unknown,6,Juvenile
191,North Western,Anuradhapura,Horowpothana,2011-09-06,Hakkapatas,Female,15-20,Subadults and adults
192,North Western,Anuradhapura,Horowpothana,2011-09-08,Hakkapatas,Male,7,Juvenile
193,North Western,Puttalam,Karuwalagaswewa,2011-09-09,Unknown,Unknown,6,Juvenile
194,North Western,Anuradhapura,Kahatagasdigiliya,2011-09-09,Injured,Male,3,Calf
195,Eastern,Ampara,Mahaoya,2011-09-13,Gunshot,Female,35-40,Subadults and adults
196,North Western,Kurunegala,Galgamuwa,2011-09-15,Gunshot,Male,40,Subadults and adults
197,Mahaweli,Trincomalee,Kanthale,2011-09-19,Gunshot,Male,10-12,Juvenile
198,Mahaweli,Polonnaruwa,Hinguraggoda,2011-09-20,Train Accident,Male,10-12,Juvenile
199,Mahaweli,Polonnaruwa,Hinguraggoda,2011-09-20,Train Accident,Male,9 Months,Infant
200,North Western,Anuradhapura,Palugaswewa,2011-09-28,Unknown,Male,8-9,Juvenile
201,Southern,Ratnapura,Embilipitiya,2011-09-30,Unknown,Calf,4,Calf
202,North Western,Anuradhapura,Thirappane,2011-09-30,Injured,Female,45,Subadults and adults
203,Mahaweli,Polonnaruwa,Thamankaduwa,2011-10-01,Hakkapatas,Female,18,Subadults and adults
204,North Western,Anuradhapura,No report,2011-10-01,Unknown,Female,49,Subadults and adults
205,YalaBundala,Hambantota,Hambanthaota,2011-10-01,Natural,Female,5,Juvenile
206,Mahaweli,Matale,Dambulla,2011-10-01,Accident,Unknown,6-7,Juvenile
207,Mahaweli,Polonnaruwa,Dimbulagala,2011-10-04,Poisned,Male,35,Subadults and adults
208,North Western,Mannar,Musali,2011-10-05,Land mine,Unknown,20-25,Subadults and adults
209,North Western,Mannar,Musali,2011-10-05,Unknown,Unknown,3-4,Calf
210,Southern,Monaragala,Buththlala,2011-10-05,Unknown,Female,18,Subadults and adults
211,Southern,Ratnapura,Weligepola,2011-10-05,Unknown,Male,25,Subadults and adults
212,North Western,Anuradhapura,Kakirawa,2011-10-06,Poisned,Male,4,Calf
213,North Western,Vavuniya,Wavniya,2011-10-07,Unknown,Female,25,Subadults and adults
214,North Western,Anuradhapura,Unknown,2011-10-07,Other,Male,12-15,Subadults and adults
215,Southern,Ratnapura,Balangoda,2011-10-12,Natural,Female,30,Subadults and adults
216,North Western,Anuradhapura,Madawachchiya,2011-10-15,Unknown,Male,30,Subadults and adults
217,North Western,Anuradhapura,Horowpothana,2011-10-17,Hakkapatas,Female,28,Subadults and adults
218,North Western,Anuradhapura,Kakirawa,2011-10-17,Electrocuted,Male,5,Juvenile
219,North Western,Anuradhapura,Kakirawa,2011-10-19,Unknown,Male,7,Juvenile
220,Mahaweli,Polonnaruwa,Elahera,2011-10-23,Hakkapatas,Male,Unknown,Unknown
221,Mahaweli,Polonnaruwa,Dimbulagala,2011-10-24,Accident,Female,12,Juvenile
222,North Western,Anuradhapura,Thalawa,2011-10-26,Unknown,Male,30,Subadults and adults
223,North Western,Anuradhapura,Kakirawa,2011-10-27,Unknown,Female,25,Subadults and adults
224,Mahaweli,Ampara,Dehiaththakandiya,2011-10-31,Unknown,Male,35-40,Subadults and adults
225,North Western,Puttalam,Puttalama,2011-11-01,Accident,Male,35,Subadults and adults
226,Eastern,Batticaloa,Chencalladi,2011-11-02,Hakkapatas,Male,25-28,Subadults and adults
227,Southern,Ratnapura,Balangoda,2011-11-04,Gunshot,Male,30-35,Subadults and adults
228,North Western,Anuradhapura,Kakirawa,2011-11-06,Hakkapatas,Male,6,Juvenile
229,North Western,Anuradhapura,Thanthirimale,2011-11-07,Unknown,Male,Unknown,Unknown
230,North Western,Kurunegala,Galgamuwa,2011-11-08,Train Accident,Female,10,Juvenile
231,Mahaweli,Trincomalee,Serunuwara,2011-11-09,Hakkapatas,Male,30-35,Subadults and adults
232,Mahaweli,Ampara,Mahaoya,2011-11-10,Hakkapatas,Male,25,Subadults and adults
233,Southern,Monaragala,Sevanagala,2011-11-11,Unknown,Unknown,Unknown,Unknown
234,Mahaweli,Trincomalee,Morawewa,2011-11-11,Hakkapatas,Female,30-35,Subadults and adults
235,Mahaweli,Trincomalee,Kuchchaweli,2011-11-12,Unknown,Female,30-35,Subadults and adults
236,Mahaweli,Polonnaruwa,Dimbulagala,2011-11-17,Unknown,Male,20,Subadults and adults
237,North Western,Mannar,Musali,2011-11-18,Unknown,Female,10-15,Unknown
238,Mahaweli,Trincomalee,Serunuwara,2011-11-21,Hakkapatas,Male,30,Subadults and adults
239,YalaBundala,Hambantota,Thissamaharama,2011-11-22,Unknown,Male,30-35,Subadults and adults
240,Eastern,Monaragala,Siyamanduwa,2011-11-24,Natural,Male,3-4,Calf
241,North Western,Anuradhapura,Ma:Nu: Gampalatha,2011-11-27,Poisned,Male,Unknown,Unknown
242,North Western,Kilinochchi,Mankulama,2011-11-29,Electrocuted,Male,18,Subadults and adults
243,Mahaweli,Polonnaruwa,Hinguraggoda,2011-12-02,Train Accident,Female,8-10,Juvenile
244,North Western,Puttalam,Puttalama,2011-12-02,Electrocuted,Unknown,15,Subadults and adults
245,Mahaweli,Matale,Wilgamuwa,2011-12-04,Natural,Male,45,Subadults and adults
246,Eastern,Ampara,Uhana,2011-12-06,Electrocuted,Male,25-30,Subadults and adults
247,Eastern,Ampara,Uhana,2011-12-06,Electrocuted,Male,25-30,Subadults and adults
248,Mahaweli,Polonnaruwa,Hinguraggoda,2011-12-09,Train Accident,Female,4-5,Juvenile
249,YalaBundala,Hambantota,Thissamaharama,2011-12-20,Accident,Female,25,Subadults and adults
250,North Western,Vavuniya,Settikulama,2011-12-21,Hakkapatas,Male,Unknown,Unknown
251,Mahaweli,Trincomalee,Kanthale,2011-12-24,Hakkapatas,Male,15-20,Subadults and adults
252,Mahaweli,Polonnaruwa,Dimbulagala,2011-12-28,Unknown,Female,15,Subadults and adults
253,North Western,Mullaitivu,Mulathiw,2011-12-28,Land mine,Male,35,Subadults and adults
254,Mahaweli,Trincomalee,Muthur,2011-12-28,Unknown,Male,15-20,Subadults and adults
255,North Western,Anuradhapura,Kakirawa,2011-12-31,Unknown,Male,30-35,Subadults and adults
