No,Region,District,D/S Office,Date of Death,Cause of Death,Sex,Age,Age Category
37,Eastern,Ampara,Thirikkovil,2016-02-10,Hakkapatas,Female,5-6,Juvenile
38,Polonnaruwa,Matale,Dambulla,2016-02-10,Gunshot,Male,30-35,Subadults and adults
39,Trincomalee,Trincomalee,Kanthale,2016-02-13,Hakkapatas,Male,12-15,Subadults and adults
40,Polonnaruwa,Polonnaruwa,Madirigiriya,2016-02-16,Electrocuted,Male,18-20,Subadults and adults
41,Wayamba,Anuradhapura,Giribawa,2016-02-18,Gunshot,Male,5.5 Month,Infant
42,Vavuniya,Anuradhapura,Padaviya,2016-02-18,Gunshot,Female,6-8,Juvenile
43,Anuradhapura,Anuradhapura,Horowpathana,2016-02-18,Hakkapatas,Male,12,Juvenile
44,Eastern,Batticaloa,Chankaladi,2016-02-20,Unknown,Male,15,Subadults and adults
45,Polonnaruwa,Polonnaruwa,Tamankaduwa,2016-02-23,Gunshot,Male,15-20,Subadults and adults
46,Southern,Monaragala,Thanamalwila,2016-02-25,Gunshot,Male,25-30,Subadults and adults
47,Central,Kandy,Minipe,2016-02-26,Gunshot,Male,25-30,Subadults and adults
48,Uva,Monaragala,Monaragala,2016-02-29,Attack by an elephant,Male,25-30,Subadults and adults
49,Polonnaruwa,Polonnaruwa,Hingurakgoda,2016-02-29,Unknown,Male,20,Subadults and adults
50,Polonnaruwa,Polonnaruwa,Alahara,2016-03-01,Other,Male,12-15,Subadults and adults
51,Puttalam,Puttalam,Karuwalgaswewa,2016-03-02,Unknown,Male,15,Subadults and adults
52,Anuradhapura,Anuradhapura,Horowpathana,2016-03-02,Hakkapatas,Female,30,Subadults and adults
53,Trincomalee,Trincomalee,Gomarankadawala,2016-03-02,Hakkapatas,Male,28-30,Subadults and adults
54,Polonnaruwa,Polonnaruwa,Welikanda,2016-03-03,Other,Male,8-25,Subadults and adults
55,Trincomalee,Trincomalee,Werugal,2016-03-04,Unknown,Unknown,5-6,Juvenile
56,Eastern,Ampara,Samanthurai,2016-03-05,Natural,Male,3.5 Months,Infant
57,Polonnaruwa,Polonnaruwa,Madirigiriya,2016-03-05,Gunshot,Male,30-35,Subadults and adults
58,Eastern,Ampara,Samanthurai,2016-03-08,Septicemia,Female,35-40,Subadults and adults
59,Polonnaruwa,Polonnaruwa,Welikanda,2016-03-09,Poisned,Male,30-35,Subadults and adults
60,Eastern,Batticaloa,Pattipola,2016-03-10,Gunshot,Male,30-35,Subadults and adults
61,Anuradhapura,Anuradhapura,Kabithigollawa,2016-03-13,Unknown,Male,1,Calf
62,Vavuniya,Vavuniya,vavuniya,2016-03-14,Land mine,Female,8-9,Juvenile
63,Trincomalee,Trincomalee,Gomarankadawala,2016-03-20,Hakkapatas,Male,30,Subadults and adults
64,Uva,Monaragala,Wellawaya,2016-03-22,Body destroyed,Male,45,Subadults and adults
65,Polonnaruwa,Polonnaruwa,Dimbulagala,2016-03-23,Train Accident,Male,25-30,Subadults and adults
66,Anuradhapura,Anuradhapura,Nochchiyagama,2016-03-24,Unknown,Male,6,Juvenile
67,Trincomalee,Trincomalee,Morawewa,2016-03-25,Hakkapatas,Male,20-25,Subadults and adults
68,Anuradhapura,Anuradhapura,Horowpathana,2016-03-25,Hakkapatas,Female,20-25,Subadults and adults
69,Eastern,Batticaloa,Kiran,2016-03-25,Injured,Male,30-35,Subadults and adults
70,Anuradhapura,Anuradhapura,Palugaswewa,2016-03-26,Hakkapatas,Male,9-10,Juvenile
71,Polonnaruwa,Polonnaruwa,Welikanda,2016-04-02,Gunshot,Male,20-25,Subadults and adults
72,Polonnaruwa,Matale,Naula,2016-04-03,Injured,Male,35-40,Subadults and adults
73,Wayamba,Kurunegala,Polpithigama,2016-04-05,Body destroyed,Male,20-30,Subadults and adults
74,Puttalam,Puttalam,Karuwalgaswewa,2016-04-07,Gunshot,Male,35-40,Subadults and adults
75,Trincomalee,Trincomalee,Kanthale,2016-04-11,Unknown,Unknown,5-6,Juvenile
76,Eastern,Ampara,Mahaoya,2016-04-11,Hakkapatas,Male,5-6,Juvenile
77,Trincomalee,Trincomalee,Kanthale,2016-04-11,Unknown,Unknown,5-6,Juvenile
78,Trincomalee,Trincomalee,Kuchchaveli,2016-04-18,Injured,Female,20,Subadults and adults
79,Uva,Badulla,Haldhummulla,2016-04-20,Unknown,Male,15-20,Subadults and adults
80,Anuradhapura,Anuradhapura,Nochchiyagama,2016-04-20,Unknown,Male,12,Juvenile
81,Anuradhapura,Anuradhapura,M.N.P,2016-04-21,Injured,Male,10 Months,Infant
82,Wayamba,Kurunegala,Ahatuwewa,2016-04-22,Broken the Spinal,Male,03,Calf
83,Anuradhapura,Anuradhapura,Kabithigollawa,2016-04-23,Electrocuted,Male,15,Subadults and adults
84,Anuradhapura,Anuradhapura,Nochchiyagama,2016-04-24,Unknown,Male,20,Subadults and adults
85,Southern,Ratnapura,Balangoda,2016-04-25,Body destroyed,Male,4-5,Juvenile
86,Trincomalee,Trincomalee,Morawewa,2016-04-26,Unknown,Male,8-10,Juvenile
87,Polonnaruwa,Polonnaruwa,Dimbulagala,2016-04-26,Hakkapatas,Female,35-40,Subadults and adults
88,Trincomalee,Trincomalee,Gomarankadawala,2016-04-27,Unknown,Female,25-30,Subadults and adults
89,Anuradhapura,Anuradhapura,Nochchiyagama,2016-04-29,Unknown,Female,16,Subadults and adults
90,Polonnaruwa,Polonnaruwa,Hingurakgoda,2016-04-30,Accident,Female,11 Months,Infant
91,Anuradhapura,Anuradhapura,Mahawilachchiya,2016-05-05,Lightning,Female,8 Months,Infant
92,Anuradhapura,Anuradhapura,Mahawilachchiya,2016-05-05,Lightning,Male,2-3,Calf
93,Anuradhapura,Anuradhapura,Mahawilachchiya,2016-05-05,Lightning,Female,8,Juvenile
94,Anuradhapura,Anuradhapura,Mahawilachchiya,2016-05-05,Lightning,Female,25-30,Subadults and adults
95,Vavuniya,Mannar,Madu,2016-05-06,Hakkapatas,Male,05,Juvenile
96,Anuradhapura,Anuradhapura,Palugaswewa,2016-05-08,Unknown,Male,10,Juvenile
97,Anuradhapura,Mannar,Musali,2016-05-09,Unknown,Male,35-40,Subadults and adults
98,Anuradhapura,Anuradhapura,Horowpathana,2016-05-09,Hakkapatas,Male,12-15,Subadults and adults
99,Kilinochchi,Mullaitivu,Oddusuddan,2016-05-10,Unknown,Male,2 Months,Infant
100,Southern,Hambantota,Hambantota,2016-05-10,Other,Male,5 Months,Infant
101,Polonnaruwa,Polonnaruwa,Hingurakgoda,2016-05-17,Train Accident,Male,Unknown,Unknown
102,Trincomalee,Trincomalee,Kuchchaveli,2016-05-18,Injured,Female,20,Subadults and adults
103,Uva,Monaragala,Thanamalwila,2016-05-19,Unknown,Female,2.5,Calf
104,Eastern,Batticaloa,Wakare,2016-05-20,Gunshot,Male,35-40,Subadults and adults
105,Wayamba,Kurunegala,Kotavehera,2016-05-21,Electrocuted,Male,25-30,Subadults and adults
106,Eastern,Batticaloa,Wakare,2016-05-22,Unknown,Male,40-45,Subadults and adults
107,Polonnaruwa,Polonnaruwa,Dimbulagala,2016-05-24,Train Accident,Male,20-25,Subadults and adults
108,Central,Badulla,Mahiyangana,2016-05-25,Body destroyed,Male,30-35,Subadults and adults
109,Southern,Monaragala,Thanamalwila,2016-05-27,Electrocuted,Male,35-40,Subadults and adults
110,Polonnaruwa,Matale,Dambulla,2016-05-27,Accident,Female,Unknown,Unknown
111,Wayamba,Kurunegala,Galgamuwa,2016-05-31,Gunshot,Male,30-35,Subadults and adults
112,Trincomalee,Trincomalee,Kuchchaveli,2016-05-31,Electrocuted,Male,20,Subadults and adults
113,Eastern,Ampara,Pothuwil,2016-06-01,Hakkapatas,Female,08-10,Juvenile
114,Eastern,Ampara,Ampara,2016-06-07,Disease,Male,1 Month,Infant
115,Polonnaruwa,Polonnaruwa,Welikanda,2016-06-08,Electrocuted,Male,30-35,Subadults and adults
116,Polonnaruwa,Polonnaruwa,Dimbulagala,2016-06-12,Hakkapatas,Male,15-20,Subadults and adults
117,Eastern,Ampara,Lahugala,2016-06-12,Unknown,Female,20-22,Subadults and adults
118,Wayamba,Kurunegala,Ambanpola,2016-06-13,Electrocuted,Male,35,Subadults and adults
119,Eastern,Ampara,Lahugala,2016-06-15,Unknown,Female,20-22,Subadults and adults
120,Wayamba,Kurunegala,Polpithigama,2016-06-17,Electrocuted,Male,15-20,Subadults and adults
121,Eastern,Ampara,Dehiaththakandiya,2016-06-18,Unknown,Male,45-50,Subadults and adults
122,Vavuniya,Kilinochchi,Mulankavil,2016-06-19,Gunshot,Male,20,Subadults and adults
123,Anuradhapura,Anuradhapura,M.N.P,2016-06-19,Unknown,Unknown,Unknown,Unknown
124,Trincomalee,Trincomalee,Morawewa,2016-06-21,Hakkapatas,Female,7,Juvenile
125,Polonnaruwa,Polonnaruwa,Hingurakgoda,2016-06-24,Drowned,Male,4 months,Unknown
126,Polonnaruwa,Polonnaruwa,Welikanda,2016-06-25,Gunshot,Male,40-45,Subadults and adults
127,Polonnaruwa,Polonnaruwa,Dambulla,2016-06-25,Hakkapatas,Male,Unknown,Unknown
128,Anuradhapura,Mannar,M.N.P,2016-06-26,Gunshot,Male,30-35,Subadults and adults
129,Polonnaruwa,Polonnaruwa,Dimbulagala,2016-06-29,Unknown,Male,40-45,Subadults and adults
130,Trincomalee,Trincomalee,Morawewa,2016-06-29,Gunshot,Female,30,Subadults and adults
131,Anuradhapura,Anuradhapura,Horowpathana,2016-07-03,Hakkapatas,Female,18,Subadults and adults
132,Polonnaruwa,Polonnaruwa,Madirigiriya,2016-07-06,Other,Male,6 Months,Infant
133,Eastern,Batticaloa,Chankaladi,2016-07-06,Gunshot,Male,25-30,Subadults and adults
134,Anuradhapura,Anuradhapura,Kahatagasdigiliya,2016-07-07,Fallen into well,Male,15-18,Subadults and adults
135,Polonnaruwa,Polonnaruwa,Welikanda,2016-07-08,Train Accident,Male,45,Subadults and adults
136,Wayamba,Kurunegala,Galgamuwa,2016-07-09,Gunshot,Female,20-25,Subadults and adults
137,Polonnaruwa,Polonnaruwa,Hingurakgoda,2016-07-09,Train Accident,Male,5-6,Juvenile
138,Eastern,Ampara,Thirikkovil,2016-07-12,Hakkapatas,Male,20,Subadults and adults
139,Anuradhapura,Anuradhapura,Thalawa,2016-07-12,Electrocuted,Male,40-45,Subadults and adults
140,Polonnaruwa,Polonnaruwa,Madirigiriya,2016-07-13,Gunshot,Female,25-30,Subadults and adults
141,Anuradhapura,Anuradhapura,Horowpathana,2016-07-15,Hakkapatas,Male,12,Juvenile
142,Anuradhapura,Anuradhapura,Madavachchiya,2016-07-15,Unknown,Unknown,Unknown,Unknown
143,Puttalam,Puttalam,Wanathawilluwa,2016-07-15,Gunshot,Male,30,Subadults and adults
144,Trincomalee,Trincomalee,Kanthale,2016-07-16,Hakkapatas,Male,05,Juvenile
145,Puttalam,Puttalam,Karuwalgaswewa,2016-07-18,Attack by an elephant,Male,35,Subadults and adults
146,Uva,Ampara,Damana,2016-07-20,Body destroyed,Female,6.5 months,Unknown
147,Eastern,Ampara,Mahaoya,2016-07-20,Disease,Female,45,Subadults and adults
148,Eastern,Ampara,Pothuwil,2016-07-20,Injured,Female,20,Subadults and adults
149,Eastern,Ampara,Mahaoya,2016-07-21,Gunshot,Male,25,Subadults and adults
150,Eastern,Ampara,Mahaoya,2016-07-22,Septicemia,Male,35,Subadults and adults
151,Eastern,Ampara,Mahaoya,2016-07-23,Body destroyed,Unknown,Unknown,Unknown
152,Eastern,Ampara,Damana,2016-07-25,Gunshot,Male,45,Subadults and adults
153,Uva,Monaragala,Wellawaya,2016-07-26,Fallen into well,Unknown,6 Months,Infant
154,Eastern,Ampara,Uhana,2016-07-28,Injured,Male,25-30,Subadults and adults
155,Trincomalee,Trincomalee,Morawewa,2016-07-30,Injured,Female,25,Subadults and adults
156,Polonnaruwa,Polonnaruwa,Hingurakgoda,2016-07-31,Train Accident,Female,25-30,Subadults and adults
157,Vavuniya,Anuradhapura,Padaviya,2016-07-31,Hakkapatas,Male,15,Subadults and adults
158,Polonnaruwa,Polonnaruwa,Tamankaduwa,2016-08-01,Hakkapatas,Male,8-10,Juvenile
159,Uva,Hambantota,Thissamaharamaya,2016-08-03,Unknown,Male,35-40,Subadults and adults
160,Uva,Monaragala,Madulla,2016-08-03,Injured,Female,30,Subadults and adults
161,Southern,Monaragala,Thanamalwila,2016-08-08,Hakkapatas,Male,12,Juvenile
162,Anuradhapura,Anuradhapura,Madavachchiya,2016-08-10,Train Accident,Female,25,Subadults and adults
163,Trincomalee,Trincomalee,Gomarankadawala,2016-08-11,Drowned,Female,2 Months,Infant
164,Polonnaruwa,Polonnaruwa,Welikanda,2016-08-14,Gunshot,Male,35,Subadults and adults
165,Vavuniya,Vavuniya,Settikulama,2016-08-14,Drowned,Unknown,4,Calf
166,Anuradhapura,Anuradhapura,Horowpathana,2016-08-16,Train Accident,Male,3-4,Calf
167,Vavuniya,Vavuniya,Settikulama,2016-08-17,Train Accident,Male,6-7,Juvenile
168,Vavuniya,Vavuniya,Settikulama,2016-08-17,Train Accident,Female,25-30,Subadults and adults
169,Vavuniya,Vavuniya,Settikulama,2016-08-17,Train Accident,Male,15,Subadults and adults
170,Vavuniya,Vavuniya,Settikulama,2016-08-17,Train Accident,Female,3-4,Calf
171,Eastern,Ampara,Dehiaththakandiya,2016-08-18,Gunshot,Female,15-20,Subadults and adults
172,Trincomalee,Trincomalee,Thambalagamuwa,2016-08-18,Unknown,Female,4,Calf
173,Polonnaruwa,Polonnaruwa,Welikanda,2016-08-18,Gunshot,Male,12,Juvenile
174,Wayamba,Kurunegala,Ambanpola,2016-08-19,Gunshot,Female,15-18,Subadults and adults
175,Trincomalee,Trincomalee,Morawewa,2016-08-22,Unknown,Male,25,Subadults and adults
176,Trincomalee,Trincomalee,Thambalagamuwa,2016-08-22,Unknown,Female,4,Calf
177,Polonnaruwa,Polonnaruwa,Madirigiriya,2016-08-22,Hakkapatas,Male,4-6,Juvenile
178,Southern,Monaragala,Sevanagala,2016-08-23,Natural,Female,55-60,Subadults and adults
179,Trincomalee,Trincomalee,Morawewa,2016-08-24,Unknown,Unknown,5 Months,Infant
180,Eastern,Monaragala,Siyabalanduwa,2016-08-26,Hakkapatas,Female,30,Subadults and adults
181,Southern,Ratnapura,Ambilipitiya,2016-08-28,Unknown,Male,5,Juvenile
182,Eastern,Ampara,Lahugala,2016-08-28,Unknown,Female,1.5-2,Calf
183,Polonnaruwa,Matale,Dambulla,2016-08-30,Electrocuted,Male,30,Subadults and adults
184,Polonnaruwa,Matale,Vilgamuwa,2016-08-30,Unknown,Unknown,5,Juvenile
185,Eastern,Batticaloa,Wakare,2016-08-30,Electrocuted,Male,22,Subadults and adults
186,Wayamba,Kurunegala,Galgamuwa,2016-08-31,Poisned,Male,50,Subadults and adults
187,Uva,Hambantota,Thissamaharamaya,2016-08-31,Natural,Unknown,15,Subadults and adults
188,Polonnaruwa,Polonnaruwa,Welikanda,2016-09-01,Hakkapatas,Male,6-10,Juvenile
189,Eastern,Ampara,Samanthurai,2016-09-02,Septicemia,Female,2-3,Calf
190,Southern,Monaragala,Thanamalwila,2016-09-06,Hakkapatas,Male,15-20,Subadults and adults
191,Eastern,Ampara,Lahugala,2016-09-06,Disease,Male,5,Juvenile
192,Southern,Monaragala,Sevanagala,2016-09-08,Disease,Male,1.5,Calf
193,Uva,Monaragala,Bibila,2016-09-08,Unknown,Male,30,Subadults and adults
194,Polonnaruwa,Polonnaruwa,Madirigiriya,2016-09-08,Hakkapatas,Male,10-15,Unknown
195,Polonnaruwa,Matale,Dambulla,2016-09-08,Unknown,Male,Unknown,Unknown
196,Polonnaruwa,Matale,Naula,2016-09-08,Fallen into well,Male,Unknown,Unknown
197,Anuradhapura,Anuradhapura,Kabithigollawa,2016-09-09,Hakkapatas,Female,9,Juvenile
198,Southern,Monaragala,Thanamalwila,2016-09-10,Gunshot,Male,35,Subadults and adults
199,Uva,Monaragala,Bibila,2016-09-12,Disease,Male,2 Months,Infant
200,Eastern,Ampara,Lahugala,2016-09-15,Disease,Male,3,Calf
201,Trincomalee,Trincomalee,Morawewa,2016-09-18,Hakkapatas,Female,7,Juvenile
202,Polonnaruwa,Polonnaruwa,Welikanda,2016-09-18,Injured,Male,30-35,Subadults and adults
203,Polonnaruwa,Polonnaruwa,Tamankaduwa,2016-09-20,Unknown,Female,12-15,Subadults and adults
204,Polonnaruwa,Polonnaruwa,Madirigiriya,2016-09-22,Disease,Female,35-40,Subadults and adults
205,Central,Kandy,Udadumbara,2016-09-22,Electrocuted,Male,15-20,Subadults and adults
206,Anuradhapura,Anuradhapura,Horowpathana,2016-09-22,Hakkapatas,Male,12,Juvenile
207,Kilinochchi,Mullaitivu,Welioya,2016-09-24,Unknown,Female,30,Subadults and adults
208,Anuradhapura,Anuradhapura,Nochchiyagama,2016-09-24,Gunshot,Male,25,Subadults and adults
209,Polonnaruwa,Polonnaruwa,Madirigiriya,2016-09-28,Hakkapatas,Male,25-30,Subadults and adults
210,Polonnaruwa,Polonnaruwa,Welikanda,2016-09-29,Other,Male,35-40,Subadults and adults
211,Vavuniya,Mannar,Madu,2016-09-29,Disease,Male,4,Calf
212,Eastern,Ampara,Mahaoya,2016-09-29,Unknown,Female,5-6,Juvenile
213,Uva,Monaragala,Kataragama,2016-09-30,Unknown,Male,25,Subadults and adults
214,Southern,Monaragala,Sevanagala,2016-10-02,Disease,Female,5,Juvenile
215,Southern,Monaragala,Thanamalwila,2016-10-02,Other,Female,3,Calf
216,Southern,Monaragala,Thanamalwila,2016-10-02,Hakkapatas,Male,20-25,Subadults and adults
217,Puttalam,Puttalam,Karuwalgaswewa,2016-10-03,Disease,Male,3-4,Calf
218,Trincomalee,Trincomalee,Morawewa,2016-10-06,Hakkapatas,Male,6,Juvenile
219,Anuradhapura,Anuradhapura,Thalawa,2016-10-08,Unknown,Male,10,Juvenile
220,Anuradhapura,Anuradhapura,Horowpathana,2016-10-08,Natural,Male,25,Subadults and adults
221,Uva,Ampara,Madulla,2016-10-09,Gunshot,Male,15-18,Subadults and adults
222,Vavuniya,Mannar,Manthai west,2016-10-10,Body destroyed,Male,9,Juvenile
223,Polonnaruwa,Polonnaruwa,Tamankaduwa,2016-10-10,Eaten polythene,Male,25-30,Subadults and adults
224,Trincomalee,Trincomalee,Kuchchaveli,2016-10-13,Unknown,Male,28-30,Subadults and adults
225,Polonnaruwa,Matale,Vilgamuwa,2016-10-13,Injured,Unknown,Unknown,Unknown
226,Wayamba,Kurunegala,Polpithigama,2016-10-16,Fallen into well,Male,30-35,Subadults and adults
227,Trincomalee,Trincomalee,Kuchchaveli,2016-10-17,Unknown,Male,28-30,Subadults and adults
228,Wayamba,Kurunegala,Galgamuwa,2016-10-19,Poisned,Female,12-15,Subadults and adults
229,Puttalam,Puttalam,Karuwalgaswewa,2016-10-22,Natural,Female,60,Subadults and adults
230,Eastern,Ampara,Nintavur,2016-10-24,Eaten polythene,Male,20-25,Subadults and adults
231,Anuradhapura,Anuradhapura,Thalawa,2016-10-24,Unknown,Male,35,Subadults and adults
232,Southern,Monaragala,Thanamalwila,2016-10-25,Unknown,Female,3.5,Calf
233,Polonnaruwa,Polonnaruwa,Dimbulagala,2016-10-25,Unknown,Male,25-30,Subadults and adults
234,Southern,Monaragala,Thanamalwila,2016-10-29,Unknown,Female,10,Juvenile
235,Eastern,Ampara,Lahugala,2016-10-30,Unknown,Unknown,20-25,Subadults and adults
236,Anuradhapura,Anuradhapura,Kabithigollawa,2016-10-31,Unknown,Male,12,Juvenile
237,Southern,Monaragala,Sevanagala,2016-10-31,Disease,Female,25-30,Subadults and adults
238,Trincomalee,Trincomalee,Gomarankadawala,2016-11-01,Unknown,Male,6,Juvenile
239,Southern,Ratnapura,Ambilipitiya,2016-11-01,Disease,Female,35-40,Subadults and adults
240,Polonnaruwa,Polonnaruwa,Welikanda,2016-11-08,Disease,Male,03,Calf
241,Polonnaruwa,Matale,Welikanda,2016-11-11,Unknown,Female,05,Juvenile
242,Vavuniya,Mannar,Madu,2016-11-13,Gunshot,Female,25,Subadults and adults
243,Trincomalee,Trincomalee,Gomarankadawala,2016-11-14,Unknown,Female,21,Subadults and adults
244,Southern,Monaragala,Thanamalwila,2016-11-18,Unknown,Male,35-40,Subadults and adults
245,Polonnaruwa,Matale,Dambulla,2016-11-19,Poisned,Male,25-30,Subadults and adults
246,Eastern,Ampara,Uhana,2016-11-20,Hakkapatas,Male,10-12,Juvenile
247,Polonnaruwa,Polonnaruwa,Lankapura,2016-11-20,Other,Male,1,Calf
248,Vavuniya,Mannar,nanattan,2016-11-21,Disease,Male,1,Calf
249,Southern,Hambantota,Hambantota,2016-11-22,Gunshot,Male,7,Juvenile
250,Eastern,Ampara,Uhana,2016-11-23,Poisned,Male,1 Month,Infant
251,Puttalam,Puttalam,Karuwalgaswewa,2016-11-24,Electrocuted,Female,30-35,Subadults and adults
252,Southern,Monaragala,Sevanagala,2016-11-25,Disease,Male,20-25,Subadults and adults
253,Anuradhapura,Anuradhapura,Mahawilachchiya,2016-11-27,Poisned,Female,18-20,Subadults and adults
254,Eastern,Ampara,Mahaoya,2016-11-28,Hakkapatas,Female,35,Subadults and adults
255,Polonnaruwa,Polonnaruwa,Tamankaduwa,2016-12-07,Unknown,Male,25-30,Subadults and adults
256,Southern,Ratnapura,Balangoda,2016-12-12,Unknown,Female,20,Subadults and adults
257,Southern,Monaragala,Thanamalwila,2016-12-13,Gunshot,Male,9,Juvenile
258,Southern,Hambantota,Suriyawewa,2016-12-15,Unknown,Unknown,8 Months,Infant
259,Puttalam,Puttalam,Karuwalgaswewa,2016-12-19,Disease,Female,50-55,Subadults and adults
260,Polonnaruwa,Polonnaruwa,Alahara,2016-12-21,Electrocuted,Male,25-30,Subadults and adults
261,Anuradhapura,Anuradhapura,Kabithigollawa,2016-12-24,Electrocuted,Male,03,Calf
262,Anuradhapura,Anuradhapura,Kabithigollawa,2016-12-24,Electrocuted,Female,25,Subadults and adults
263,Anuradhapura,Anuradhapura,Kabithigollawa,2016-12-24,Electrocuted,Female,18,Subadults and adults
264,Anuradhapura,Anuradhapura,Kabithigollawa,2016-12-24,Electrocuted,Female,15,Subadults and adults
265,Wayamba,Anuradhapura,Galkiriyagama,2016-12-25,Electrocuted,Male,30-35,Subadults and adults
266,Puttalam,Puttalam,Karuwalgaswewa,2016-12-25,Fallen into well,Male,8.5 Months,Infant
267,Eastern,Batticaloa,Kiran,2016-12-29,Gunshot,Male,35-40,Subadults and adults
268,Anuradhapura,Anuradhapura,Horowpathana,2016-12-30,Hakkapatas,Female,15-18,Subadults and adults
269,Wayamba,Anuradhapura,Galkiriyagama,2016-12-31,Gunshot,Male,40,Subadults and adults
