No,Region,District,D/S Office,Date of Death,Cause of Death,Sex,Age,Age Category
65,Polonnaruwa,Trincomalee,Kanthale,2013-03-24,Unknown,Male,20,Subadults and adults
66,North Western,Kurunegala,Giribawa,2013-03-26,Hakkapatas,Male,Unknown,Unknown
67,Central,Kandy,Madadumbara,2013-03-28,Electrocuted,Female,15-17,Subadults and adults
68,Central,Kandy,Madadumbara,2013-03-28,Electrocuted,Male,15-17,Subadults and adults
69,North Western,Kurunegala,Mahawa,2013-03-29,Electrocuted,Female,30,Subadults and adults
70,North Western,Kurunegala,Mahawa,2013-03-29,Electrocuted,Male,4,Calf
71,Eastern,Batticaloa,Chenkalladi,2013-03-29,Septicemia,Male,20-25,Subadults and adults
72,Polonnaruwa,Polonnaruwa,Lankapura,2013-04-01,Other,Male,6,Juvenile
73,Polonnaruwa,Polonnaruwa,Dimbulagala,2013-04-02,Accident,Male,7,Juvenile
74,Polonnaruwa,Polonnaruwa,Welikanda,2013-04-03,Hakkapatas,Female,10-12,Juvenile
75,Anuradhapura,Anuradhapura,Horowpothana,2013-04-08,Hakkapatas,Male,15,Subadults and adults
76,Anuradhapura,Anuradhapura,Nachchaduwa,2013-04-19,Gunshot,Female,2-3,Calf
77,Uva,Monaragala,Wellawaya,2013-04-19,Unknown,Male,20,Subadults and adults
78,Uva,Monaragala,Bibila,2013-04-19,Unknown,Male,40,Subadults and adults
79,North Western,Kurunegala,Ehatuwewa,2013-04-22,Gunshot,Unknown,1 Week,Infant
80,North Western,Kurunegala,Ehatuwewa,2013-04-22,Gunshot,Female,30-35,Subadults and adults
81,Uva,Hambantota,Thissamaharama,2013-04-23,Unknown,Male,10,Juvenile
82,Anuradhapura,Anuradhapura,Vilachchiya,2013-04-23,Natural,Female,2,Calf
83,North Western,Puttalam,Wanathavilluwa,2013-04-23,Unknown,Male,35-40,Subadults and adults
84,Polonnaruwa,Polonnaruwa,Lankapura,2013-04-25,Gunshot,Male,35-40,Subadults and adults
85,Uva,Hambantota,Thissamaharama,2013-04-29,Unknown,Male,5,Juvenile
86,Anuradhapura,Anuradhapura,Kabithigollawa,2013-05-06,Hakkapatas,Male,1-2,Calf
87,Anuradhapura,Anuradhapura,Horowpothana,2013-05-07,Gunshot,Male,18,Subadults and adults
88,Anuradhapura,Anuradhapura,Kakirawa,2013-05-08,Gunshot,Female,35,Subadults and adults
89,North Western,Puttalam,Karuwalagaswewa,2013-05-08,Injured,Female,20-25,Subadults and adults
90,Anuradhapura,Vavuniya,Wavniya South,2013-05-13,Injured,Male,35,Subadults and adults
91,Uva,Monaragala,Siyambalanduwa,2013-05-13,Unknown,Female,Unknown,Unknown
92,Polonnaruwa,Polonnaruwa,Dambulla,2013-05-14,Electrocuted,Male,15-20,Subadults and adults
93,Polonnaruwa,Polonnaruwa,Dimbulagala,2013-05-16,Hakkapatas,Male,15-20,Subadults and adults
94,Uva,Hambantota,Thissamaharama,2013-05-18,Unknown,Unknown,3,Calf
95,Eastern,Ampara,Lahugala,2013-05-22,Body destroyed,Unknown,7-10,Juvenile
96,Eastern,Ampara,Ampara,2013-05-22,Poisned,Female,1.5,Calf
97,Anuradhapura,Anuradhapura,Madawachchiya,2013-05-23,Hakkapatas,Male,3-4,Calf
98,Anuradhapura,Anuradhapura,Thalawa,2013-05-25,Electrocuted,Male,22,Subadults and adults
99,Polonnaruwa,Trincomalee,Gomarankadawala,2013-05-26,Electrocuted,Male,20-25,Subadults and adults
100,Polonnaruwa,Trincomalee,Marawewa,2013-05-26,Hakkapatas,Female,25-40,Subadults and adults
101,North Western,Kurunegala,Ehatuwewa,2013-05-29,Other,Male,1,Calf
102,Anuradhapura,Vavuniya,Wavniya South,2013-06-03,Hakkapatas,Male,15-20,Subadults and adults
103,Anuradhapura,Vavuniya,Wavniya South,2013-06-04,Injured,Male,30,Subadults and adults
104,Polonnaruwa,Trincomalee,Kinniya,2013-06-08,Unknown,Male,25,Subadults and adults
105,North Western,Kurunegala,Ehatuwewa,2013-06-09,Electrocuted,Male,25-30,Subadults and adults
106,Polonnaruwa,Polonnaruwa,madirigiriya,2013-06-21,Hakkapatas,Male,4-5,Juvenile
107,Polonnaruwa,Polonnaruwa,Dimbulagala,2013-06-21,Gunshot,Male,25,Subadults and adults
108,Central,Nuwara Eliya,Ambagamuwa,2013-06-23,Natural,Male,55-60,Subadults and adults
109,Uva,Badulla,Haldummulla,2013-06-26,Unknown,Unknown,Unknown,Unknown
110,Eastern,Ampara,Thirikkovil,2013-06-26,Unknown,Female,25-30,Subadults and adults
111,Central,Badulla,Haldummulla,2013-06-28,Unknown,Male,25-30,Subadults and adults
112,Polonnaruwa,Polonnaruwa,Hinguraggoda,2013-07-06,Unknown,Male,35-40,Subadults and adults
113,Anuradhapura,Anuradhapura,Nachchaduwa,2013-07-10,Other,Male,30,Subadults and adults
114,Polonnaruwa,Trincomalee,Kinniya,2013-07-11,Hakkapatas,Male,10-12,Juvenile
115,Uva,Monaragala,Siyambalanduwa,2013-07-13,Gunshot,Female,35,Subadults and adults
116,Polonnaruwa,Polonnaruwa,Welikanda,2013-07-13,Gunshot,Male,20,Subadults and adults
117,Polonnaruwa,Polonnaruwa,Hinguraggoda,2013-07-15,Accident,Male,22-25,Subadults and adults
118,Uva,Monaragala,Madagama,2013-07-16,Unknown,Male,30-35,Subadults and adults
119,Southern,Ratnapura,Weligepola,2013-07-18,Gunshot,Female,5-6,Juvenile
120,North Western,Puttalam,Nawagaththegama,2013-07-31,Accident,Male,7 Months,Infant
121,Eastern,Ampara,Mahaoya,2013-08-03,Unknown,Male,30,Subadults and adults
122,North Western,Kurunegala,Polpithigama,2013-08-08,Poisned,Male,25,Subadults and adults
123,Eastern,Ampara,Mahaoya,2013-08-12,Unknown,Female,30,Subadults and adults
124,Polonnaruwa,Trincomalee,Verugal,2013-08-13,Body destroyed,Male,40,Subadults and adults
125,Anuradhapura,Anuradhapura,Horowpothana,2013-08-14,Gunshot,Female,7,Juvenile
126,North Western,Kurunegala,Mahawa,2013-08-14,Unknown,Female,30,Subadults and adults
127,Uva,Monaragala,Thanamalvila,2013-08-14,Other,Male,20,Subadults and adults
128,Uva,Hambantota,Thissamaharama,2013-08-19,Liver floot,Male,8-10,Juvenile
129,Eastern,Ampara,Mahaoya,2013-08-20,Unknown,Male,4-6,Juvenile
130,Eastern,Ampara,Uhana,2013-08-24,Unknown,Female,8,Juvenile
131,Eastern,Ampara,Padiyathalawa,2013-08-31,Unknown,Male,4,Calf
132,Anuradhapura,Anuradhapura,Palugaswewa,2013-09-03,Train Accident,Male,10,Juvenile
133,Uva,Monaragala,Siyambalanduwa,2013-09-08,Unknown,Male,35-40,Subadults and adults
134,Polonnaruwa,Polonnaruwa,Thamankaduwa,2013-09-09,Hakkapatas,Female,35-40,Subadults and adults
135,Anuradhapura,Anuradhapura,Mahavilachchiya,2013-09-11,Gunshot,Male,14,Subadults and adults
136,Polonnaruwa,Polonnaruwa,Elahara,2013-09-14,Gunshot,Male,35-40,Subadults and adults
137,Polonnaruwa,Polonnaruwa,Thamankaduwa,2013-09-15,Accident,Male,2.5,Calf
138,North Western,Kurunegala,Ehatuwewa,2013-09-16,Unknown,Female,8-10,Juvenile
139,Polonnaruwa,Polonnaruwa,Dimbulagala,2013-09-17,Unknown,Male,40-45,Subadults and adults
140,Central,Kandy,Minipe,2013-09-21,Unknown,Male,30,Subadults and adults
141,Anuradhapura,Anuradhapura,Madawachchiya,2013-09-24,Train Accident,Female,18,Subadults and adults
142,Polonnaruwa,Polonnaruwa,Madirigiriya,2013-09-24,Injured,Male,8-10,Juvenile
143,Eastern,Ampara,Damana,2013-09-26,Unknown,Female,6,Juvenile
144,Southern,Ratnapura,Embilipitiya,2013-09-30,Natural,Female,Unknown,Unknown
145,Anuradhapura,Anuradhapura,Thalawa,2013-10-01,Other,Unknown,2,Calf
146,Polonnaruwa,Trincomalee,Gomarankadawala,2013-10-02,Hakkapatas,Female,15-18,Subadults and adults
147,Polonnaruwa,Trincomalee,Morawewa,2013-10-05,Hakkapatas,Female,5-6,Juvenile
148,Polonnaruwa,Trincomalee,Morawewa,2013-10-06,Hakkapatas,Female,25-30,Subadults and adults
149,Polonnaruwa,Polonnaruwa,Welikanda,2013-10-07,Hakkapatas,Female,8,Juvenile
150,Eastern,Ampara,Dehiaththakandiya,2013-10-08,Gunshot,Female,30,Subadults and adults
151,Polonnaruwa,Trincomalee,Gomarankadawala,2013-10-08,Hakkapatas,Male,4-5,Juvenile
152,Polonnaruwa,Trincomalee,Kuchchaveli,2013-10-09,Unknown,Male,25-30,Subadults and adults
153,Polonnaruwa,Trincomalee,Morawewa,2013-10-10,Unknown,Female,15-20,Subadults and adults
154,Anuradhapura,Anuradhapura,Nochchiyagama,2013-10-13,Gunshot,Female,30,Subadults and adults
155,Anuradhapura,Anuradhapura,Kahatagasdigiliya,2013-10-15,Unknown,Female,20,Subadults and adults
156,Anuradhapura,Anuradhapura,Horowpothana,2013-10-18,Hakkapatas,Female,7,Juvenile
157,Anuradhapura,Anuradhapura,Thirappane,2013-10-18,Other,Male,35-40,Subadults and adults
158,Polonnaruwa,Polonnaruwa,Dimbulagala,2013-10-19,Hakkapatas,Male,5-6,Juvenile
159,Eastern,Batticaloa,Kiran,2013-10-22,Gunshot,Female,40-45,Subadults and adults
160,Anuradhapura,Anuradhapura,Thirappane,2013-10-26,Accident,Male,45,Subadults and adults
161,Polonnaruwa,Polonnaruwa,Welikanda,2013-10-27,Accident,Male,25-30,Subadults and adults
162,Anuradhapura,Anuradhapura,Horowpothana,2013-10-29,Hakkapatas,Female,8,Juvenile
163,Southern,Ratnapura,Embilipitiya,2013-10-31,Natural,Male,Unknown,Unknown
164,Anuradhapura,Anuradhapura,Horowpothana,2013-11-01,Hakkapatas,Female,5,Juvenile
165,Uva,Monaragala,Lunugamwehera,2013-11-02,Unknown,Male,1 Month,Infant
166,Anuradhapura,Anuradhapura,Horowpothana,2013-11-08,Hakkapatas,Female,15,Subadults and adults
167,Eastern,Monaragala,Siyambalanduwa,2013-11-08,Hakkapatas,Male,5,Juvenile
168,Uva,Monaragala,Buttala,2013-11-09,Gunshot,Male,25,Subadults and adults
169,Polonnaruwa,Trincomalee,Gomarankadawala,2013-11-13,Hakkapatas,Female,8-10,Juvenile
170,Eastern,Batticaloa,Kiran,2013-11-18,Unknown,Male,35-40,Subadults and adults
171,Anuradhapura,Anuradhapura,Horowpothana,2013-11-19,Unknown,Male,15,Subadults and adults
172,Anuradhapura,Anuradhapura,Kakirawa,2013-11-20,Poisned,Male,55-60,Subadults and adults
173,Polonnaruwa,Polonnaruwa,Welikanda,2013-11-20,Natural,Male,1 Month,Infant
174,Southern,Hambantota,Lunugamwehera,2013-11-22,Electrocuted,Male,30-35,Subadults and adults
175,Southern,Hambantota,Hambanthaota,2013-11-23,Electrocuted,Male,12-15,Subadults and adults
176,Southern,Hambantota,Hambanthaota,2013-11-23,Electrocuted,Female,18-20,Subadults and adults
177,Eastern,Ampara,Mahiyangana,2013-11-23,Body destroyed,Male,30-35,Subadults and adults
178,Southern,Hambantota,Hambanthaota,2013-11-23,Electrocuted,Female,20-25,Subadults and adults
179,Southern,Hambantota,Hambanthaota,2013-11-23,Electrocuted,Female,1,Calf
180,Polonnaruwa,Trincomalee,Kanthale,2013-11-24,Poisned,Male, 20-25,Subadults and adults
181,Polonnaruwa,Polonnaruwa,Thamankaduwa,2013-11-25,Train Accident,Male,40,Subadults and adults
182,Anuradhapura,Anuradhapura,Galenbindunuwewa,2013-11-30,Unknown,Male,8,Juvenile
183,Uva,Monaragala,Siyambalanduwa,2013-11-30,Unknown,Female,1.5,Calf
184,Southern,Ratnapura,Embilipitiya,2013-11-30,Natural,Female,Unknown,Unknown
185,Eastern,Ampara,Lahugala,2013-12-01,Hakkapatas,Female,10-12,Juvenile
186,Polonnaruwa,Trincomalee,Kanthale,2013-12-02,Gunshot,Male,25-30,Subadults and adults
187,Polonnaruwa,Trincomalee,Morawewa,2013-12-05,Hakkapatas,Female,15-20,Subadults and adults
188,Polonnaruwa,Polonnaruwa,Hinguraggoda,2013-12-06,Train Accident,Male,25-30,Subadults and adults
189,Anuradhapura,Anuradhapura,Kakirawa,2013-12-07,Accident,Male,1 day,Unknown
190,Polonnaruwa,Trincomalee,serunuwara,2013-12-07,Gunshot,Male,18-22,Subadults and adults
191,Anuradhapura,Anuradhapura,Palugaswewa,2013-12-09,Train Accident,Male,25,Subadults and adults
192,Eastern,Ampara,Damana,2013-12-09,Unknown,Male,40-45,Subadults and adults
193,Southern,Monaragala,Thanamalvila,2013-12-10,Other,Female,35,Subadults and adults
194,Anuradhapura,Anuradhapura,Kakirawa,2013-12-11,Gunshot,Male,35,Subadults and adults
195,Southern,Monaragala,Thanamalvila,2013-12-15,Other,Female,30,Subadults and adults
196,Southern,Hambantota,Hambanthaota,2013-12-16,Electrocuted,Male,25,Subadults and adults
197,Eastern,Ampara,Samanthurai,2013-12-16,Electrocuted,Male,35-38,Subadults and adults
198,North Western,Puttalam,Nawagaththegama,2013-12-20,Gunshot,Male,15-20,Subadults and adults
199,Polonnaruwa,Trincomalee,Morawewa,2013-12-22,Hakkapatas,Male,7-9,Juvenile
200,Uva,Monaragala,Siyambalanduwa,2013-12-24,Gunshot,Female,25-30,Subadults and adults
201,Southern,Hambantota,Hambanthaota,2013-12-24,Electrocuted,Male,25-30,Subadults and adults
202,North Western,Kurunegala,Galgamuwa,2013-12-24,Poisned,Female,25-30,Subadults and adults
203,Eastern,Ampara,Damana,2013-12-25,Unknown,Male,30-35,Subadults and adults
204,Polonnaruwa,Trincomalee,serunuwara,2013-12-27,Unknown,Female,25-30,Subadults and adults
205,Southern,Ratnapura,Embilipitiya,2013-12-31,Natural,Female,Unknown,Unknown
206,North Western,Puttalam,Nawagaththegama,2013-12-31,Accident,Unknown,Unknown,Unknown
